company_id,year,horizon_years,revenue_cagr_value,revenue_cagr_flag
ABB,Mar 2015,3,11.46,NORMAL
ABB,Mar 2017,3,8.45,NORMAL
ABB,Mar 2017,5,11.92,NORMAL
ABB,Mar 2018,3,12.95,NORMAL
ABB,Mar 2019,3,12.07,NORMAL
ABB,Mar 2019,5,10.08,NORMAL
ABB,Mar 2020,3,12.13,NORMAL
ABB,Mar 2020,5,12.33,NORMAL
ABB,Mar 2021,3,9.33,NORMAL
ABB,Mar 2021,5,10.52,NORMAL
ABB,Mar 2022,3,10.12,NORMAL
ABB,Mar 2022,5,11.1,NORMAL
ABB,Mar 2022,10,11.51,NORMAL
ABB,Mar 2023,3,9.33,NORMAL
ABB,Mar 2023,5,10.16,NORMAL
ABB,Mar 2024,3,10.71,NORMAL
ABB,Mar 2024,5,9.72,NORMAL
ABB,Mar 2024,10,9.9,NORMAL
ADANIENSOL,Mar 2017,3,,ZERO_BASE
ADANIENSOL,Mar 2018,3,211.09,NORMAL
ADANIENSOL,Mar 2019,3,49.32,NORMAL
ADANIENSOL,Mar 2019,5,,ZERO_BASE
ADANIENSOL,Mar 2020,3,58.33,NORMAL
ADANIENSOL,Mar 2020,5,144.37,NORMAL
ADANIENSOL,Mar 2021,3,36.02,NORMAL
ADANIENSOL,Mar 2021,5,35.24,NORMAL
ADANIENSOL,Mar 2022,3,15.51,NORMAL
ADANIENSOL,Mar 2022,5,31.38,NORMAL
ADANIENSOL,Mar 2023,3,5.2,NORMAL
ADANIENSOL,Mar 2023,5,27.51,NORMAL
ADANIENSOL,Mar 2024,3,18.72,NORMAL
ADANIENSOL,Mar 2024,5,17.85,NORMAL
ADANIENSOL,Mar 2024,10,,ZERO_BASE
ADANIENT,Mar 2016,3,-9.82,DECLINE
ADANIENT,Mar 2017,3,-12.72,DECLINE
ADANIENT,Mar 2018,3,-17.71,DECLINE
ADANIENT,Mar 2018,5,-4.98,DECLINE
ADANIENT,Mar 2019,3,5.89,NORMAL
ADANIENT,Mar 2019,5,-5.98,DECLINE
ADANIENT,Mar 2020,3,5.91,NORMAL
ADANIENT,Mar 2020,5,-7.61,DECLINE
ADANIENT,Mar 2021,3,3.25,NORMAL
ADANIENT,Mar 2021,5,3.06,NORMAL
ADANIENT,Mar 2022,3,19.8,NORMAL
ADANIENT,Mar 2022,5,13.7,NORMAL
ADANIENT,Mar 2023,3,43.23,NORMAL
ADANIENT,Mar 2023,5,28.84,NORMAL
ADANIENT,Mar 2023,10,10.65,NORMAL
ADANIENT,Mar 2024,3,34.6,NORMAL
ADANIENT,Mar 2024,5,19.02,NORMAL
ADANIENT,Mar 2024,10,5.78,NORMAL
ADANIGREEN,Mar 2020,3,71.88,NORMAL
ADANIGREEN,Mar 2021,3,28.28,NORMAL
ADANIGREEN,Mar 2022,3,35.62,NORMAL
ADANIGREEN,Mar 2022,5,59.2,NORMAL
ADANIGREEN,Mar 2023,3,45.03,NORMAL
ADANIGREEN,Mar 2023,5,39.35,NORMAL
ADANIGREEN,Mar 2024,3,43.44,NORMAL
ADANIGREEN,Mar 2024,5,34.98,NORMAL
ADANIPORTS,Mar 2016,3,25.73,NORMAL
ADANIPORTS,Mar 2016,3,25.73,NORMAL
ADANIPORTS,Mar 2017,3,20.44,NORMAL
ADANIPORTS,Mar 2017,3,20.44,NORMAL
ADANIPORTS,Mar 2018,3,22.55,NORMAL
ADANIPORTS,Mar 2018,5,25.92,NORMAL
ADANIPORTS,Mar 2018,3,22.55,NORMAL
ADANIPORTS,Mar 2018,5,25.92,NORMAL
ADANIPORTS,Mar 2019,3,15.4,NORMAL
ADANIPORTS,Mar 2019,5,17.73,NORMAL
ADANIPORTS,Mar 2019,3,15.4,NORMAL
ADANIPORTS,Mar 2019,5,17.73,NORMAL
ADANIPORTS,Mar 2020,3,12.05,NORMAL
ADANIPORTS,Mar 2020,5,14.05,NORMAL
ADANIPORTS,Mar 2020,3,12.05,NORMAL
ADANIPORTS,Mar 2020,5,14.05,NORMAL
ADANIPORTS,Mar 2021,3,3.49,NORMAL
ADANIPORTS,Mar 2021,5,12.04,NORMAL
ADANIPORTS,Mar 2021,3,3.49,NORMAL
ADANIPORTS,Mar 2021,5,12.04,NORMAL
ADANIPORTS,Mar 2022,3,16.15,NORMAL
ADANIPORTS,Mar 2022,5,15.2,NORMAL
ADANIPORTS,Mar 2022,3,16.15,NORMAL
ADANIPORTS,Mar 2022,5,15.2,NORMAL
ADANIPORTS,Mar 2023,3,20.65,NORMAL
ADANIPORTS,Mar 2023,5,12.99,NORMAL
ADANIPORTS,Mar 2023,10,19.28,NORMAL
ADANIPORTS,Mar 2023,3,20.65,NORMAL
ADANIPORTS,Mar 2023,5,12.99,NORMAL
ADANIPORTS,Mar 2023,10,19.28,NORMAL
ADANIPORTS,Mar 2024,3,28.63,NORMAL
ADANIPORTS,Mar 2024,5,19.58,NORMAL
ADANIPORTS,Mar 2024,10,18.65,NORMAL
ADANIPORTS,Mar 2024,3,28.63,NORMAL
ADANIPORTS,Mar 2024,5,19.58,NORMAL
ADANIPORTS,Mar 2024,10,18.65,NORMAL
ADANIPOWER,Mar 2016,3,55.94,NORMAL
ADANIPOWER,Mar 2017,3,13.84,NORMAL
ADANIPOWER,Mar 2018,3,2.81,NORMAL
ADANIPOWER,Mar 2018,5,24.85,NORMAL
ADANIPOWER,Mar 2019,3,-2.0,DECLINE
ADANIPOWER,Mar 2019,5,9.28,NORMAL
ADANIPOWER,Mar 2020,3,5.38,NORMAL
ADANIPOWER,Mar 2020,5,7.21,NORMAL
ADANIPOWER,Mar 2021,3,8.9,NORMAL
ADANIPOWER,Mar 2021,5,0.66,NORMAL
ADANIPOWER,Mar 2022,3,5.08,NORMAL
ADANIPOWER,Mar 2022,5,4.15,NORMAL
ADANIPOWER,Mar 2023,3,13.57,NORMAL
ADANIPOWER,Mar 2023,5,13.81,NORMAL
ADANIPOWER,Mar 2023,10,19.21,NORMAL
ADANIPOWER,Mar 2024,3,24.29,NORMAL
ADANIPOWER,Mar 2024,5,16.09,NORMAL
ADANIPOWER,Mar 2024,10,12.63,NORMAL
AMBUJACEM,Dec 2015,3,-1.08,DECLINE
AMBUJACEM,Dec 2016,3,29.93,NORMAL
AMBUJACEM,Dec 2017,3,33.36,NORMAL
AMBUJACEM,Dec 2017,5,19.35,NORMAL
AMBUJACEM,Dec 2018,3,40.26,NORMAL
AMBUJACEM,Dec 2018,5,23.24,NORMAL
AMBUJACEM,Dec 2019,3,10.49,NORMAL
AMBUJACEM,Dec 2019,5,22.18,NORMAL
AMBUJACEM,Dec 2020,3,1.26,NORMAL
AMBUJACEM,Dec 2020,5,21.04,NORMAL
AMBUJACEM,Dec 2021,3,3.61,NORMAL
AMBUJACEM,Dec 2021,5,7.59,NORMAL
AMBUJACEM,Mar 2023 15,3,16.67,NORMAL
AMBUJACEM,Mar 2023 15,5,8.38,NORMAL
AMBUJACEM,Mar 2023 15,10,15.57,NORMAL
AMBUJACEM,Mar 2024,3,4.61,NORMAL
AMBUJACEM,Mar 2024,5,4.12,NORMAL
AMBUJACEM,Mar 2024,10,12.79,NORMAL
APOLLOHOSP,Mar 2016,3,17.73,NORMAL
APOLLOHOSP,Mar 2017,3,18.53,NORMAL
APOLLOHOSP,Mar 2018,3,17.13,NORMAL
APOLLOHOSP,Mar 2018,5,16.94,NORMAL
APOLLOHOSP,Mar 2019,3,16.07,NORMAL
APOLLOHOSP,Mar 2019,5,17.16,NORMAL
APOLLOHOSP,Mar 2020,3,15.73,NORMAL
APOLLOHOSP,Mar 2020,5,17.0,NORMAL
APOLLOHOSP,Mar 2021,3,8.61,NORMAL
APOLLOHOSP,Mar 2021,5,11.42,NORMAL
APOLLOHOSP,Mar 2022,3,15.1,NORMAL
APOLLOHOSP,Mar 2022,5,15.11,NORMAL
APOLLOHOSP,Mar 2023,3,13.88,NORMAL
APOLLOHOSP,Mar 2023,5,15.04,NORMAL
APOLLOHOSP,Mar 2023,10,15.99,NORMAL
APOLLOHOSP,Mar 2024,3,21.75,NORMAL
APOLLOHOSP,Mar 2024,5,14.66,NORMAL
APOLLOHOSP,Mar 2024,10,15.9,NORMAL
ASIANPAINT,Mar 2016,3,10.76,NORMAL
ASIANPAINT,Mar 2017,3,7.22,NORMAL
ASIANPAINT,Mar 2018,3,7.31,NORMAL
ASIANPAINT,Mar 2018,5,9.88,NORMAL
ASIANPAINT,Mar 2019,3,10.47,NORMAL
ASIANPAINT,Mar 2019,5,9.5,NORMAL
ASIANPAINT,Mar 2020,3,10.3,NORMAL
ASIANPAINT,Mar 2020,5,8.22,NORMAL
ASIANPAINT,Mar 2021,3,8.87,NORMAL
ASIANPAINT,Mar 2021,5,8.76,NORMAL
ASIANPAINT,Mar 2022,3,14.79,NORMAL
ASIANPAINT,Mar 2022,5,14.08,NORMAL
ASIANPAINT,Mar 2023,3,19.5,NORMAL
ASIANPAINT,Mar 2023,5,15.44,NORMAL
ASIANPAINT,Mar 2023,10,12.62,NORMAL
ASIANPAINT,Mar 2024,3,17.8,NORMAL
ASIANPAINT,Mar 2024,5,13.03,NORMAL
ASIANPAINT,Mar 2024,10,11.25,NORMAL
ATGL,Mar 2021,3,7.27,NORMAL
ATGL,Mar 2022,3,20.9,NORMAL
ATGL,Mar 2023,3,32.67,NORMAL
ATGL,Mar 2023,5,26.08,NORMAL
ATGL,Mar 2024,3,38.18,NORMAL
ATGL,Mar 2024,5,21.09,NORMAL
AXISBANK,Mar 2016,3,14.67,NORMAL
AXISBANK,Mar 2017,3,13.28,NORMAL
AXISBANK,Mar 2018,3,8.87,NORMAL
AXISBANK,Mar 2018,5,10.99,NORMAL
AXISBANK,Mar 2019,3,10.29,NORMAL
AXISBANK,Mar 2019,5,12.41,NORMAL
AXISBANK,Mar 2020,3,12.03,NORMAL
AXISBANK,Mar 2020,5,12.04,NORMAL
AXISBANK,Mar 2021,3,11.43,NORMAL
AXISBANK,Mar 2021,5,9.1,NORMAL
AXISBANK,Mar 2022,3,7.01,NORMAL
AXISBANK,Mar 2022,5,8.63,NORMAL
AXISBANK,Mar 2023,3,10.78,NORMAL
AXISBANK,Mar 2023,5,13.22,NORMAL
AXISBANK,Mar 2023,10,12.1,NORMAL
AXISBANK,Mar 2024,3,19.97,NORMAL
AXISBANK,Mar 2024,5,14.74,NORMAL
AXISBANK,Mar 2024,10,13.57,NORMAL
BAJAJ-AUTO,Mar 2016,3,4.07,NORMAL
BAJAJ-AUTO,Mar 2017,3,2.61,NORMAL
BAJAJ-AUTO,Mar 2018,3,5.29,NORMAL
BAJAJ-AUTO,Mar 2018,5,4.71,NORMAL
BAJAJ-AUTO,Mar 2019,3,10.38,NORMAL
BAJAJ-AUTO,Mar 2019,5,8.56,NORMAL
BAJAJ-AUTO,Mar 2020,3,11.21,NORMAL
BAJAJ-AUTO,Mar 2020,5,6.74,NORMAL
BAJAJ-AUTO,Mar 2021,3,3.24,NORMAL
BAJAJ-AUTO,Mar 2021,5,4.21,NORMAL
BAJAJ-AUTO,Mar 2022,3,2.97,NORMAL
BAJAJ-AUTO,Mar 2022,5,8.79,NORMAL
BAJAJ-AUTO,Mar 2023,3,6.81,NORMAL
BAJAJ-AUTO,Mar 2023,5,7.66,NORMAL
BAJAJ-AUTO,Mar 2023,10,6.17,NORMAL
BAJAJ-AUTO,Mar 2024,3,17.38,NORMAL
BAJAJ-AUTO,Mar 2024,5,8.13,NORMAL
BAJAJ-AUTO,Mar 2024,10,8.34,NORMAL
BAJAJFINSV,Mar 2016,3,36.6,NORMAL
BAJAJFINSV,Mar 2017,3,59.65,NORMAL
BAJAJFINSV,Mar 2018,3,42.59,NORMAL
BAJAJFINSV,Mar 2018,5,32.47,NORMAL
BAJAJFINSV,Mar 2019,3,27.55,NORMAL
BAJAJFINSV,Mar 2019,5,47.89,NORMAL
BAJAJFINSV,Mar 2020,3,30.41,NORMAL
BAJAJFINSV,Mar 2020,5,36.82,NORMAL
BAJAJFINSV,Mar 2021,3,22.62,NORMAL
BAJAJFINSV,Mar 2021,5,24.16,NORMAL
BAJAJFINSV,Mar 2022,3,17.1,NORMAL
BAJAJFINSV,Mar 2022,5,22.79,NORMAL
BAJAJFINSV,Mar 2023,3,14.73,NORMAL
BAJAJFINSV,Mar 2023,5,20.09,NORMAL
BAJAJFINSV,Mar 2023,10,26.13,NORMAL
BAJAJFINSV,Mar 2024,3,22.13,NORMAL
BAJAJFINSV,Mar 2024,5,20.97,NORMAL
BAJAJFINSV,Mar 2024,10,33.75,NORMAL
BAJAJHLDNG,Mar 2016,3,11.73,NORMAL
BAJAJHLDNG,Mar 2017,3,25.79,NORMAL
BAJAJHLDNG,Mar 2018,3,-7.11,DECLINE
BAJAJHLDNG,Mar 2018,5,4.5,NORMAL
BAJAJHLDNG,Mar 2019,3,-2.85,DECLINE
BAJAJHLDNG,Mar 2019,5,0.38,NORMAL
BAJAJHLDNG,Mar 2020,3,-19.76,DECLINE
BAJAJHLDNG,Mar 2020,5,-3.65,DECLINE
BAJAJHLDNG,Mar 2021,3,2.85,NORMAL
BAJAJHLDNG,Mar 2021,5,-0.56,DECLINE
BAJAJHLDNG,Mar 2022,3,3.94,NORMAL
BAJAJHLDNG,Mar 2022,5,-10.48,DECLINE
BAJAJHLDNG,Mar 2023,3,6.27,NORMAL
BAJAJHLDNG,Mar 2023,5,4.44,NORMAL
BAJAJHLDNG,Mar 2023,10,4.47,NORMAL
BAJAJHLDNG,Mar 2024,3,55.01,NORMAL
BAJAJHLDNG,Mar 2024,5,31.61,NORMAL
BAJAJHLDNG,Mar 2024,10,14.94,NORMAL
BAJFINANCE,Mar 2018,3,33.21,NORMAL
BAJFINANCE,Mar 2019,3,36.31,NORMAL
BAJFINANCE,Mar 2020,3,38.3,NORMAL
BAJFINANCE,Mar 2020,5,37.37,NORMAL
BAJFINANCE,Mar 2021,3,27.91,NORMAL
BAJFINANCE,Mar 2021,5,29.59,NORMAL
BAJFINANCE,Mar 2022,3,19.62,NORMAL
BAJFINANCE,Mar 2022,5,25.98,NORMAL
BAJFINANCE,Mar 2023,3,16.23,NORMAL
BAJFINANCE,Mar 2023,5,26.58,NORMAL
BAJFINANCE,Mar 2024,3,27.26,NORMAL
BAJFINANCE,Mar 2024,5,24.35,NORMAL
BANKBARODA,Mar 2016,3,7.92,NORMAL
BANKBARODA,Mar 2017,3,3.2,NORMAL
BANKBARODA,Mar 2018,3,0.84,NORMAL
BANKBARODA,Mar 2018,5,4.79,NORMAL
BANKBARODA,Mar 2019,3,4.93,NORMAL
BANKBARODA,Mar 2019,5,5.51,NORMAL
BANKBARODA,Mar 2020,3,21.06,NORMAL
BANKBARODA,Mar 2020,5,11.93,NORMAL
BANKBARODA,Mar 2021,3,17.29,NORMAL
BANKBARODA,Mar 2021,5,10.16,NORMAL
BANKBARODA,Mar 2022,3,11.52,NORMAL
BANKBARODA,Mar 2022,5,10.54,NORMAL
BANKBARODA,Mar 2023,3,6.2,NORMAL
BANKBARODA,Mar 2023,5,15.46,NORMAL
BANKBARODA,Mar 2023,10,10.0,NORMAL
BANKBARODA,Mar 2024,3,16.79,NORMAL
BANKBARODA,Mar 2024,5,17.48,NORMAL
BANKBARODA,Mar 2024,10,11.33,NORMAL
BEL,Mar 2016,3,5.44,NORMAL
BEL,Mar 2017,3,9.92,NORMAL
BEL,Mar 2018,3,13.61,NORMAL
BEL,Mar 2018,5,10.64,NORMAL
BEL,Mar 2019,3,18.26,NORMAL
BEL,Mar 2019,5,13.29,NORMAL
BEL,Mar 2020,3,14.42,NORMAL
BEL,Mar 2020,5,12.83,NORMAL
BEL,Mar 2021,3,10.7,NORMAL
BEL,Mar 2021,5,13.92,NORMAL
BEL,Mar 2022,3,8.11,NORMAL
BEL,Mar 2022,5,12.17,NORMAL
BEL,Mar 2023,3,11.0,NORMAL
BEL,Mar 2023,5,11.26,NORMAL
BEL,Mar 2023,10,10.95,NORMAL
BEL,Mar 2024,3,12.83,NORMAL
BEL,Mar 2024,5,10.75,NORMAL
BEL,Mar 2024,10,12.01,NORMAL
BHARTIARTL,Mar 2016,3,7.85,NORMAL
BHARTIARTL,Mar 2017,3,3.6,NORMAL
BHARTIARTL,Mar 2018,3,-4.91,DECLINE
BHARTIARTL,Mar 2018,5,1.44,NORMAL
BHARTIARTL,Mar 2019,3,-5.77,DECLINE
BHARTIARTL,Mar 2019,5,-1.21,DECLINE
BHARTIARTL,Mar 2020,3,-2.85,DECLINE
BHARTIARTL,Mar 2020,5,-1.85,DECLINE
BHARTIARTL,Mar 2021,3,6.78,NORMAL
BHARTIARTL,Mar 2021,5,0.83,NORMAL
BHARTIARTL,Mar 2022,3,13.0,NORMAL
BHARTIARTL,Mar 2022,5,4.07,NORMAL
BHARTIARTL,Mar 2023,3,16.7,NORMAL
BHARTIARTL,Mar 2023,5,10.98,NORMAL
BHARTIARTL,Mar 2023,10,6.1,NORMAL
BHARTIARTL,Mar 2024,3,14.23,NORMAL
BHARTIARTL,Mar 2024,5,13.17,NORMAL
BHARTIARTL,Mar 2024,10,5.74,NORMAL
BHEL,Mar 2016,3,-19.51,DECLINE
BHEL,Mar 2017,3,-10.39,DECLINE
BHEL,Mar 2018,3,-2.73,DECLINE
BHEL,Mar 2018,5,-10.03,DECLINE
BHEL,Mar 2019,3,6.07,NORMAL
BHEL,Mar 2019,5,-5.11,DECLINE
BHEL,Mar 2020,3,-8.98,DECLINE
BHEL,Mar 2020,5,-7.28,DECLINE
BHEL,Mar 2021,3,-15.64,DECLINE
BHEL,Mar 2021,5,-7.46,DECLINE
BHEL,Mar 2022,3,-11.35,DECLINE
BHEL,Mar 2022,5,-5.71,DECLINE
BHEL,Mar 2023,3,2.87,NORMAL
BHEL,Mar 2023,5,-4.11,DECLINE
BHEL,Mar 2023,10,-7.12,DECLINE
BHEL,Mar 2024,3,11.34,NORMAL
BHEL,Mar 2024,5,-4.73,DECLINE
BHEL,Mar 2024,10,-4.92,DECLINE
BOSCHLTD,Mar 2015,3,11.76,NORMAL
BOSCHLTD,Mar 2016,3,3.47,NORMAL
BOSCHLTD,Mar 2017,5,3.8,NORMAL
BOSCHLTD,Mar 2018,3,-1.1,DECLINE
BOSCHLTD,Mar 2018,5,5.95,NORMAL
BOSCHLTD,Mar 2019,3,7.6,NORMAL
BOSCHLTD,Mar 2020,3,-1.93,DECLINE
BOSCHLTD,Mar 2020,5,-4.02,DECLINE
BOSCHLTD,Mar 2021,3,-5.97,DECLINE
BOSCHLTD,Mar 2021,5,0.04,NORMAL
BOSCHLTD,Mar 2022,3,-0.84,DECLINE
BOSCHLTD,Mar 2022,5,2.46,NORMAL
BOSCHLTD,Mar 2022,10,3.13,NORMAL
BOSCHLTD,Mar 2023,3,14.9,NORMAL
BOSCHLTD,Mar 2023,5,5.01,NORMAL
BOSCHLTD,Mar 2023,10,5.48,NORMAL
BOSCHLTD,Mar 2024,3,19.84,NORMAL
BOSCHLTD,Mar 2024,5,6.72,NORMAL
BPCL,Mar 2016,3,-8.13,DECLINE
BPCL,Mar 2017,3,-8.7,DECLINE
BPCL,Mar 2018,3,-0.93,DECLINE
BPCL,Mar 2018,5,-0.52,DECLINE
BPCL,Mar 2019,3,16.66,NORMAL
BPCL,Mar 2019,5,2.44,NORMAL
BPCL,Mar 2020,3,12.24,NORMAL
BPCL,Mar 2020,5,3.24,NORMAL
BPCL,Mar 2021,3,-0.82,DECLINE
BPCL,Mar 2021,5,4.15,NORMAL
BPCL,Mar 2022,3,5.16,NORMAL
BPCL,Mar 2022,5,11.5,NORMAL
BPCL,Mar 2023,3,18.47,NORMAL
BPCL,Mar 2023,5,14.94,NORMAL
BPCL,Mar 2023,10,6.93,NORMAL
BPCL,Mar 2024,3,24.86,NORMAL
BPCL,Mar 2024,5,8.48,NORMAL
BPCL,Mar 2024,10,5.42,NORMAL
BRITANNIA,Mar 2016,3,10.73,NORMAL
BRITANNIA,Mar 2017,3,9.41,NORMAL
BRITANNIA,Mar 2018,3,8.06,NORMAL
BRITANNIA,Mar 2018,5,9.9,NORMAL
BRITANNIA,Mar 2019,3,9.6,NORMAL
BRITANNIA,Mar 2019,5,9.84,NORMAL
BRITANNIA,Mar 2020,3,8.61,NORMAL
BRITANNIA,Mar 2020,5,8.1,NORMAL
BRITANNIA,Mar 2021,3,9.83,NORMAL
BRITANNIA,Mar 2021,5,9.36,NORMAL
BRITANNIA,Mar 2022,3,8.54,NORMAL
BRITANNIA,Mar 2022,5,9.32,NORMAL
BRITANNIA,Mar 2023,3,12.01,NORMAL
BRITANNIA,Mar 2023,5,10.46,NORMAL
BRITANNIA,Mar 2023,10,10.18,NORMAL
BRITANNIA,Mar 2024,3,8.48,NORMAL
BRITANNIA,Mar 2024,5,8.69,NORMAL
BRITANNIA,Mar 2024,10,9.27,NORMAL
CANBK,Mar 2016,3,8.93,NORMAL
CANBK,Mar 2017,3,1.56,NORMAL
CANBK,Mar 2018,3,-1.91,DECLINE
CANBK,Mar 2018,5,3.95,NORMAL
CANBK,Mar 2019,3,2.88,NORMAL
CANBK,Mar 2019,5,3.92,NORMAL
CANBK,Mar 2020,3,6.27,NORMAL
CANBK,Mar 2020,5,2.58,NORMAL
CANBK,Mar 2021,3,19.33,NORMAL
CANBK,Mar 2021,5,9.79,NORMAL
CANBK,Mar 2022,3,13.77,NORMAL
CANBK,Mar 2022,5,11.24,NORMAL
CANBK,Mar 2023,3,19.95,NORMAL
CANBK,Mar 2023,5,15.74,NORMAL
CANBK,Mar 2023,10,9.69,NORMAL
CANBK,Mar 2024,3,16.3,NORMAL
CANBK,Mar 2024,5,18.18,NORMAL
CANBK,Mar 2024,10,10.82,NORMAL
CHOLAFIN,Mar 2016,3,17.92,NORMAL
CHOLAFIN,Mar 2017,3,12.7,NORMAL
CHOLAFIN,Mar 2018,3,14.38,NORMAL
CHOLAFIN,Mar 2018,5,16.68,NORMAL
CHOLAFIN,Mar 2019,3,19.04,NORMAL
CHOLAFIN,Mar 2019,5,16.74,NORMAL
CHOLAFIN,Mar 2020,3,22.89,NORMAL
CHOLAFIN,Mar 2020,5,18.59,NORMAL
CHOLAFIN,Mar 2021,3,19.9,NORMAL
CHOLAFIN,Mar 2021,5,17.86,NORMAL
CHOLAFIN,Mar 2022,3,12.6,NORMAL
CHOLAFIN,Mar 2022,5,16.67,NORMAL
CHOLAFIN,Mar 2023,3,13.93,NORMAL
CHOLAFIN,Mar 2023,5,18.31,NORMAL
CHOLAFIN,Mar 2023,10,17.49,NORMAL
CHOLAFIN,Mar 2024,3,25.99,NORMAL
CHOLAFIN,Mar 2024,5,21.94,NORMAL
CHOLAFIN,Mar 2024,10,19.31,NORMAL
CIPLA,Mar 2016,3,18.54,NORMAL
CIPLA,Mar 2017,3,12.26,NORMAL
CIPLA,Mar 2018,3,10.14,NORMAL
CIPLA,Mar 2018,5,12.86,NORMAL
CIPLA,Mar 2019,3,5.87,NORMAL
CIPLA,Mar 2019,5,9.97,NORMAL
CIPLA,Mar 2020,3,5.98,NORMAL
CIPLA,Mar 2020,5,8.59,NORMAL
CIPLA,Mar 2021,3,8.13,NORMAL
CIPLA,Mar 2021,5,6.8,NORMAL
CIPLA,Mar 2022,3,9.98,NORMAL
CIPLA,Mar 2022,5,8.62,NORMAL
CIPLA,Mar 2023,3,9.92,NORMAL
CIPLA,Mar 2023,5,8.47,NORMAL
CIPLA,Mar 2023,10,10.64,NORMAL
CIPLA,Mar 2024,3,10.39,NORMAL
CIPLA,Mar 2024,5,9.51,NORMAL
CIPLA,Mar 2024,10,9.74,NORMAL
COALINDIA,Mar 2016,3,4.46,NORMAL
COALINDIA,Mar 2017,3,3.45,NORMAL
COALINDIA,Mar 2018,3,4.77,NORMAL
COALINDIA,Mar 2018,5,4.53,NORMAL
COALINDIA,Mar 2019,3,8.55,NORMAL
COALINDIA,Mar 2019,5,7.12,NORMAL
COALINDIA,Mar 2020,3,7.12,NORMAL
COALINDIA,Mar 2020,5,5.33,NORMAL
COALINDIA,Mar 2021,3,1.84,NORMAL
COALINDIA,Mar 2021,5,2.95,NORMAL
COALINDIA,Mar 2022,3,3.28,NORMAL
COALINDIA,Mar 2022,5,7.02,NORMAL
COALINDIA,Mar 2023,3,12.9,NORMAL
COALINDIA,Mar 2023,5,10.15,NORMAL
COALINDIA,Mar 2023,10,7.31,NORMAL
COALINDIA,Mar 2024,3,16.49,NORMAL
COALINDIA,Mar 2024,5,7.4,NORMAL
COALINDIA,Mar 2024,10,7.26,NORMAL
DABUR,Mar 2016,3,8.21,NORMAL
DABUR,Mar 2017,3,2.56,NORMAL
DABUR,Mar 2018,3,-0.31,DECLINE
DABUR,Mar 2018,5,4.69,NORMAL
DABUR,Mar 2019,3,3.05,NORMAL
DABUR,Mar 2019,5,3.82,NORMAL
DABUR,Mar 2020,3,4.48,NORMAL
DABUR,Mar 2020,5,2.19,NORMAL
DABUR,Mar 2021,3,7.38,NORMAL
DABUR,Mar 2021,5,4.21,NORMAL
DABUR,Mar 2022,3,8.54,NORMAL
DABUR,Mar 2022,5,7.42,NORMAL
DABUR,Mar 2023,3,9.91,NORMAL
DABUR,Mar 2023,5,8.35,NORMAL
DABUR,Mar 2023,10,6.5,NORMAL
DABUR,Mar 2024,3,9.06,NORMAL
DABUR,Mar 2024,5,7.81,NORMAL
DABUR,Mar 2024,10,5.8,NORMAL
DIVISLAB,Mar 2016,3,20.74,NORMAL
DIVISLAB,Mar 2017,3,17.08,NORMAL
DIVISLAB,Mar 2018,3,7.7,NORMAL
DIVISLAB,Mar 2018,5,12.65,NORMAL
DIVISLAB,Mar 2019,3,9.41,NORMAL
DIVISLAB,Mar 2019,5,14.33,NORMAL
DIVISLAB,Mar 2020,3,9.9,NORMAL
DIVISLAB,Mar 2020,5,11.61,NORMAL
DIVISLAB,Mar 2021,3,21.44,NORMAL
DIVISLAB,Mar 2021,5,13.04,NORMAL
DIVISLAB,Mar 2022,3,21.9,NORMAL
DIVISLAB,Mar 2022,5,17.13,NORMAL
DIVISLAB,Mar 2023,3,12.92,NORMAL
DIVISLAB,Mar 2023,5,14.83,NORMAL
DIVISLAB,Mar 2023,10,13.73,NORMAL
DIVISLAB,Mar 2024,3,4.03,NORMAL
DIVISLAB,Mar 2024,5,9.66,NORMAL
DIVISLAB,Mar 2024,10,11.97,NORMAL
DLF,Mar 2016,3,8.49,NORMAL
DLF,Mar 2017,3,-0.31,DECLINE
DLF,Mar 2018,3,-4.29,DECLINE
DLF,Mar 2018,5,-2.91,DECLINE
DLF,Mar 2019,3,-5.54,DECLINE
DLF,Mar 2019,5,0.16,NORMAL
DLF,Mar 2020,3,-9.55,DECLINE
DLF,Mar 2020,5,-4.48,DECLINE
DLF,Mar 2021,3,-6.89,DECLINE
DLF,Mar 2021,5,-11.42,DECLINE
DLF,Mar 2022,3,-11.92,DECLINE
DLF,Mar 2022,5,-7.01,DECLINE
DLF,Mar 2023,3,-2.17,DECLINE
DLF,Mar 2023,5,-3.22,DECLINE
DLF,Mar 2023,10,-3.06,DECLINE
DLF,Mar 2024,3,5.88,NORMAL
DLF,Mar 2024,5,-5.14,DECLINE
DLF,Mar 2024,10,-2.52,DECLINE
DMART,Mar 2016,3,36.96,NORMAL
DMART,Mar 2017,3,36.42,NORMAL
DMART,Mar 2018,3,32.66,NORMAL
DMART,Mar 2018,5,35.09,NORMAL
DMART,Mar 2019,3,32.58,NORMAL
DMART,Mar 2019,5,33.68,NORMAL
DMART,Mar 2020,3,27.86,NORMAL
DMART,Mar 2020,5,31.03,NORMAL
DMART,Mar 2021,3,17.11,NORMAL
DMART,Mar 2021,5,22.98,NORMAL
DMART,Mar 2022,3,15.69,NORMAL
DMART,Mar 2022,5,21.09,NORMAL
DMART,Mar 2023,3,19.87,NORMAL
