company_id,year,horizon_years,revenue_cagr_value,revenue_cagr_flag
TCS,Mar 2019,3,10.47,NORMAL
TCS,Mar 2019,5,12.35,NORMAL
TCS,Mar 2020,3,9.99,NORMAL
TCS,Mar 2020,5,10.64,NORMAL
TCS,Mar 2021,3,10.07,NORMAL
TCS,Mar 2021,5,8.61,NORMAL
TCS,Mar 2022,3,9.4,NORMAL
TCS,Mar 2022,5,10.2,NORMAL
TCS,Mar 2023,3,12.83,NORMAL
TCS,Mar 2023,5,12.86,NORMAL
TCS,Mar 2023,10,13.6,NORMAL
TCS,Mar 2024,3,13.63,NORMAL
TCS,Mar 2024,5,10.46,NORMAL
TCS,Mar 2024,10,11.4,NORMAL
TECHM,Mar 2016,3,56.8,NORMAL
TECHM,Mar 2017,3,15.73,NORMAL
TECHM,Mar 2018,3,10.8,NORMAL
TECHM,Mar 2018,5,34.96,NORMAL
TECHM,Mar 2019,3,9.46,NORMAL
TECHM,Mar 2019,5,13.07,NORMAL
TECHM,Mar 2020,3,8.16,NORMAL
TECHM,Mar 2020,5,10.26,NORMAL
TECHM,Mar 2021,3,7.15,NORMAL
TECHM,Mar 2021,5,7.4,NORMAL
TECHM,Mar 2022,3,8.72,NORMAL
TECHM,Mar 2022,5,8.91,NORMAL
TECHM,Mar 2023,3,13.07,NORMAL
TECHM,Mar 2023,5,11.61,NORMAL
TECHM,Mar 2023,10,22.73,NORMAL
TECHM,Mar 2024,3,11.16,NORMAL
TECHM,Mar 2024,5,8.4,NORMAL
TECHM,Mar 2024,10,10.71,NORMAL
TITAN,Mar 2016,3,3.66,NORMAL
TITAN,Mar 2017,3,6.67,NORMAL
TITAN,Mar 2018,3,10.61,NORMAL
TITAN,Mar 2018,5,9.75,NORMAL
TITAN,Mar 2019,3,20.6,NORMAL
TITAN,Mar 2019,5,12.6,NORMAL
TITAN,Mar 2020,3,16.66,NORMAL
TITAN,Mar 2020,5,12.06,NORMAL
TITAN,Mar 2021,3,10.32,NORMAL
TITAN,Mar 2021,5,13.93,NORMAL
TITAN,Mar 2022,3,13.34,NORMAL
TITAN,Mar 2022,5,16.78,NORMAL
TITAN,Mar 2023,3,24.45,NORMAL
TITAN,Mar 2023,5,20.28,NORMAL
TITAN,Mar 2023,10,14.89,NORMAL
TITAN,Mar 2024,3,33.14,NORMAL
TITAN,Mar 2024,5,20.9,NORMAL
TITAN,Mar 2024,10,16.68,NORMAL
TORNTPHARM,Mar 2016,3,27.81,NORMAL
TORNTPHARM,Mar 2017,3,11.71,NORMAL
TORNTPHARM,Mar 2018,3,8.67,NORMAL
TORNTPHARM,Mar 2018,5,13.19,NORMAL
TORNTPHARM,Mar 2019,3,4.69,NORMAL
TORNTPHARM,Mar 2019,5,12.96,NORMAL
TORNTPHARM,Mar 2020,3,10.93,NORMAL
TORNTPHARM,Mar 2020,5,11.36,NORMAL
TORNTPHARM,Mar 2021,3,10.39,NORMAL
TORNTPHARM,Mar 2021,5,3.66,NORMAL
TORNTPHARM,Mar 2022,3,3.5,NORMAL
TORNTPHARM,Mar 2022,5,7.9,NORMAL
TORNTPHARM,Mar 2023,3,6.61,NORMAL
TORNTPHARM,Mar 2023,5,10.09,NORMAL
TORNTPHARM,Mar 2023,10,11.63,NORMAL
TORNTPHARM,Mar 2024,3,10.25,NORMAL
TORNTPHARM,Mar 2024,5,6.93,NORMAL
TORNTPHARM,Mar 2024,10,9.9,NORMAL
TRENT,Mar 2016,3,-7.53,DECLINE
TRENT,Mar 2017,3,-8.08,DECLINE
TRENT,Mar 2018,3,-1.89,DECLINE
TRENT,Mar 2018,5,0.23,NORMAL
TRENT,Mar 2019,3,15.98,NORMAL
TRENT,Mar 2019,5,2.43,NORMAL
TRENT,Mar 2020,3,24.37,NORMAL
TRENT,Mar 2020,5,8.82,NORMAL
TRENT,Mar 2021,3,6.33,NORMAL
TRENT,Mar 2021,5,8.99,NORMAL
TRENT,Mar 2022,3,19.59,NORMAL
TRENT,Mar 2022,5,19.94,NORMAL
TRENT,Mar 2023,3,33.22,NORMAL
TRENT,Mar 2023,5,30.75,NORMAL
TRENT,Mar 2023,10,14.48,NORMAL
TRENT,Mar 2024,3,68.36,NORMAL
TRENT,Mar 2024,5,36.31,NORMAL
TRENT,Mar 2024,10,18.16,NORMAL
TVSMOTOR,Mar 2016,3,14.85,NORMAL
TVSMOTOR,Mar 2017,3,14.13,NORMAL
TVSMOTOR,Mar 2018,3,16.8,NORMAL
TVSMOTOR,Mar 2018,5,16.82,NORMAL
TVSMOTOR,Mar 2019,3,21.01,NORMAL
TVSMOTOR,Mar 2019,5,19.18,NORMAL
TVSMOTOR,Mar 2020,3,14.79,NORMAL
TVSMOTOR,Mar 2020,5,12.94,NORMAL
TVSMOTOR,Mar 2021,3,5.93,NORMAL
TVSMOTOR,Mar 2021,5,11.29,NORMAL
TVSMOTOR,Mar 2022,3,6.5,NORMAL
TVSMOTOR,Mar 2022,5,14.34,NORMAL
TVSMOTOR,Mar 2023,3,19.26,NORMAL
TVSMOTOR,Mar 2023,5,14.37,NORMAL
TVSMOTOR,Mar 2023,10,15.59,NORMAL
TVSMOTOR,Mar 2024,3,26.32,NORMAL
TVSMOTOR,Mar 2024,5,14.19,NORMAL
TVSMOTOR,Mar 2024,10,16.66,NORMAL
ULTRACEMCO,Mar 2016,3,7.03,NORMAL
ULTRACEMCO,Mar 2017,3,6.97,NORMAL
ULTRACEMCO,Mar 2018,3,9.95,NORMAL
ULTRACEMCO,Mar 2018,5,8.59,NORMAL
ULTRACEMCO,Mar 2019,3,18.13,NORMAL
ULTRACEMCO,Mar 2019,5,14.87,NORMAL
ULTRACEMCO,Mar 2020,3,18.69,NORMAL
ULTRACEMCO,Mar 2020,5,12.73,NORMAL
ULTRACEMCO,Mar 2021,3,13.02,NORMAL
ULTRACEMCO,Mar 2021,5,12.2,NORMAL
ULTRACEMCO,Mar 2022,3,8.25,NORMAL
ULTRACEMCO,Mar 2022,5,15.69,NORMAL
ULTRACEMCO,Mar 2023,3,14.23,NORMAL
ULTRACEMCO,Mar 2023,5,15.34,NORMAL
ULTRACEMCO,Mar 2023,10,11.92,NORMAL
ULTRACEMCO,Mar 2024,3,16.6,NORMAL
ULTRACEMCO,Mar 2024,5,11.33,NORMAL
ULTRACEMCO,Mar 2024,10,13.09,NORMAL
UNIONBANK,Mar 2016,3,8.69,NORMAL
UNIONBANK,Mar 2017,3,3.74,NORMAL
UNIONBANK,Mar 2018,3,0.81,NORMAL
UNIONBANK,Mar 2018,5,5.54,NORMAL
UNIONBANK,Mar 2019,3,2.02,NORMAL
UNIONBANK,Mar 2019,5,3.14,NORMAL
UNIONBANK,Mar 2020,3,4.53,NORMAL
UNIONBANK,Mar 2020,5,3.11,NORMAL
UNIONBANK,Mar 2021,3,28.13,NORMAL
UNIONBANK,Mar 2021,5,16.49,NORMAL
UNIONBANK,Mar 2022,3,25.75,NORMAL
UNIONBANK,Mar 2022,5,15.76,NORMAL
UNIONBANK,Mar 2023,3,29.38,NORMAL
UNIONBANK,Mar 2023,5,19.76,NORMAL
UNIONBANK,Mar 2023,10,12.42,NORMAL
UNIONBANK,Mar 2024,3,13.14,NORMAL
UNIONBANK,Mar 2024,5,23.95,NORMAL
UNIONBANK,Mar 2024,10,13.07,NORMAL
UNITDSPR,Mar 2016,3,-6.46,DECLINE
UNITDSPR,Mar 2017,3,-5.68,DECLINE
UNITDSPR,Mar 2018,3,-2.45,DECLINE
UNITDSPR,Mar 2018,5,-3.71,DECLINE
UNITDSPR,Mar 2019,3,3.22,NORMAL
UNITDSPR,Mar 2019,5,-2.33,DECLINE
UNITDSPR,Mar 2020,3,1.88,NORMAL
UNITDSPR,Mar 2020,5,0.15,NORMAL
UNITDSPR,Mar 2021,3,-1.82,DECLINE
UNITDSPR,Mar 2021,5,-0.87,DECLINE
UNITDSPR,Mar 2022,3,1.31,NORMAL
UNITDSPR,Mar 2022,5,1.95,NORMAL
UNITDSPR,Mar 2023,3,4.4,NORMAL
UNITDSPR,Mar 2023,5,4.32,NORMAL
UNITDSPR,Mar 2023,10,0.22,NORMAL
UNITDSPR,Mar 2024,3,11.66,NORMAL
UNITDSPR,Mar 2024,5,3.92,NORMAL
UNITDSPR,Mar 2024,10,0.75,NORMAL
VBL,Dec 2015,3,23.54,NORMAL
VBL,Dec 2016,3,22.22,NORMAL
VBL,Dec 2017,3,16.97,NORMAL
VBL,Dec 2017,5,17.34,NORMAL
VBL,Dec 2018,3,14.58,NORMAL
VBL,Dec 2018,5,19.27,NORMAL
VBL,Dec 2019,3,22.69,NORMAL
VBL,Dec 2019,5,23.3,NORMAL
VBL,Dec 2020,3,17.23,NORMAL
VBL,Dec 2020,5,13.7,NORMAL
VBL,Dec 2021,3,20.01,NORMAL
VBL,Dec 2021,5,17.97,NORMAL
VBL,Dec 2022,3,22.71,NORMAL
VBL,Dec 2022,5,26.89,NORMAL
VBL,Dec 2022,10,22.02,NORMAL
VBL,Dec 2023,3,35.49,NORMAL
VBL,Dec 2023,5,25.74,NORMAL
VBL,Dec 2023,10,22.46,NORMAL
VEDL,Mar 2016,3,185.93,NORMAL
VEDL,Mar 2017,3,2.97,NORMAL
VEDL,Mar 2018,3,7.62,NORMAL
VEDL,Mar 2018,5,101.74,NORMAL
VEDL,Mar 2019,3,12.72,NORMAL
VEDL,Mar 2019,5,6.83,NORMAL
VEDL,Mar 2020,3,5.35,NORMAL
VEDL,Mar 2020,5,2.76,NORMAL
VEDL,Mar 2021,3,-1.42,DECLINE
VEDL,Mar 2021,5,6.49,NORMAL
VEDL,Mar 2022,3,12.98,NORMAL
VEDL,Mar 2022,5,12.94,NORMAL
VEDL,Mar 2023,3,20.38,NORMAL
VEDL,Mar 2023,5,9.9,NORMAL
VEDL,Mar 2023,10,48.9,NORMAL
VEDL,Mar 2024,3,17.76,NORMAL
VEDL,Mar 2024,5,9.32,NORMAL
VEDL,Mar 2024,10,8.07,NORMAL
WIPRO,Mar 2016,3,11.04,NORMAL
WIPRO,Mar 2017,3,8.49,NORMAL
WIPRO,Mar 2018,3,5.09,NORMAL
WIPRO,Mar 2018,5,7.8,NORMAL
WIPRO,Mar 2019,3,4.82,NORMAL
WIPRO,Mar 2019,5,6.33,NORMAL
WIPRO,Mar 2020,3,3.31,NORMAL
WIPRO,Mar 2020,5,5.42,NORMAL
WIPRO,Mar 2021,3,4.36,NORMAL
WIPRO,Mar 2021,5,3.86,NORMAL
WIPRO,Mar 2022,3,10.35,NORMAL
WIPRO,Mar 2022,5,7.42,NORMAL
WIPRO,Mar 2023,3,13.96,NORMAL
WIPRO,Mar 2023,5,10.68,NORMAL
WIPRO,Mar 2023,10,9.23,NORMAL
WIPRO,Mar 2024,3,13.17,NORMAL
WIPRO,Mar 2024,5,8.75,NORMAL
WIPRO,Mar 2024,10,7.53,NORMAL
ZOMATO,Mar 2021,3,62.35,NORMAL
ZOMATO,Mar 2022,3,47.25,NORMAL
ZOMATO,Mar 2023,3,39.55,NORMAL
ZOMATO,Mar 2023,5,72.31,NORMAL
ZOMATO,Mar 2024,3,82.47,NORMAL
ZOMATO,Mar 2024,5,55.96,NORMAL
ZYDUSLIFE,Mar 2016,3,14.03,NORMAL
ZYDUSLIFE,Mar 2017,3,9.08,NORMAL
ZYDUSLIFE,Mar 2018,3,11.23,NORMAL
ZYDUSLIFE,Mar 2018,5,13.37,NORMAL
ZYDUSLIFE,Mar 2019,3,11.78,NORMAL
ZYDUSLIFE,Mar 2019,5,12.75,NORMAL
ZYDUSLIFE,Mar 2020,3,14.98,NORMAL
ZYDUSLIFE,Mar 2020,5,10.5,NORMAL
ZYDUSLIFE,Mar 2021,3,6.56,NORMAL
ZYDUSLIFE,Mar 2021,5,8.85,NORMAL
ZYDUSLIFE,Mar 2022,3,4.7,NORMAL
ZYDUSLIFE,Mar 2022,5,10.01,NORMAL
ZYDUSLIFE,Mar 2023,3,6.54,NORMAL
ZYDUSLIFE,Mar 2023,5,7.68,NORMAL
ZYDUSLIFE,Mar 2023,10,10.49,NORMAL
ZYDUSLIFE,Mar 2024,3,10.71,NORMAL
ZYDUSLIFE,Mar 2024,5,8.22,NORMAL
ZYDUSLIFE,Mar 2024,10,10.47,NORMAL
