company_id,year,free_cash_flow,fcf_conversion,capex_intensity,cfo_quality_score,cfo_quality_label,capital_allocation_pattern
BPCL,Mar 2021,20981.0,99.9,1.07,100.0,High Quality,Cash Accumulator
BPCL,Mar 2022,12198.0,63.74,2.35,100.0,High Quality,Cash Accumulator
BPCL,Mar 2023,4660.0,42.76,1.65,100.0,High Quality,Cash Accumulator
BPCL,Mar 2024,25415.0,57.65,2.35,100.0,High Quality,Cash Accumulator
BPCL,TTM,,,,100.0,Accrual Risk,Mixed
BRITANNIA,Mar 2013,348.0,82.66,0.45,100.0,High Quality,Reinvestor
BRITANNIA,Mar 2014,425.0,67.78,3.56,100.0,High Quality,Cash Accumulator
BRITANNIA,Mar 2015,134.0,15.4,5.73,84.76,Moderate,Cash Accumulator
BRITANNIA,Mar 2016,254.0,20.75,8.4,100.0,High Quality,Cash Accumulator
BRITANNIA,Mar 2017,291.0,22.77,1.66,49.83,Accrual Risk,Cash Accumulator
BRITANNIA,Mar 2018,292.0,19.45,9.65,100.0,High Quality,Cash Accumulator
BRITANNIA,Mar 2019,304.0,17.55,7.71,100.0,High Quality,Cash Accumulator
BRITANNIA,Mar 2020,-41.0,-2.22,13.16,100.0,High Quality,Growth Funded by Debt
BRITANNIA,Mar 2021,2309.0,92.03,3.3,100.0,High Quality,Reinvestor
BRITANNIA,Mar 2022,2214.0,100.59,6.47,85.75,Moderate,Reinvestor
BRITANNIA,Mar 2023,1019.0,35.99,9.24,100.0,High Quality,Cash Accumulator
BRITANNIA,Mar 2024,3050.0,96.31,2.84,100.0,High Quality,Reinvestor
BRITANNIA,TTM,,,,100.0,Accrual Risk,Mixed
CANBK,Mar 2013,7575.0,104.96,1.28,100.0,High Quality,Cash Accumulator
CANBK,Mar 2014,13864.0,143.88,0.96,100.0,High Quality,Cash Accumulator
CANBK,Mar 2015,5240.0,50.86,2.52,100.0,High Quality,Cash Accumulator
CANBK,Mar 2016,8903.0,50.06,1.01,0.0,Accrual Risk,Pre-Revenue
CANBK,Mar 2017,2099.0,13.38,1.15,100.0,High Quality,Shareholder Returns
CANBK,Mar 2018,-11607.0,-45.37,1.18,100.0,High Quality,Pre-Revenue
CANBK,Mar 2019,17492.0,64.3,1.55,100.0,High Quality,Cash Accumulator
CANBK,Mar 2020,-5734.0,-21.39,0.89,100.0,High Quality,Pre-Revenue
CANBK,Mar 2021,58002.0,133.53,1.59,100.0,High Quality,Shareholder Returns
CANBK,Mar 2022,-510.0,-1.24,2.02,14.92,Accrual Risk,Growth Funded by Debt
CANBK,Mar 2023,-41134.0,-96.17,1.35,0.0,Accrual Risk,Growth Funded by Debt
CANBK,Mar 2024,13296.0,28.81,1.58,97.69,Moderate,Cash Accumulator
CANBK,TTM,,,,100.0,Accrual Risk,Mixed
CHOLAFIN,Mar 2013,-3749.0,-544.91,0.19,0.0,Accrual Risk,Liquidating Assets
CHOLAFIN,Mar 2014,-2530.0,-271.46,2.53,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,Mar 2015,-2304.0,-217.15,1.08,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,Mar 2016,-2946.0,-232.7,3.25,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,Mar 2017,-1690.0,-127.84,4.73,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,Mar 2018,-7986.0,-550.38,1.08,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,Mar 2019,-9328.0,-571.57,0.15,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,Mar 2020,-2129.0,-87.94,0.62,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,Mar 2021,-10594.0,-363.68,18.22,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,Mar 2022,-3931.0,-134.35,16.16,0.0,Accrual Risk,Liquidating Assets
CHOLAFIN,Mar 2023,-29253.0,-807.87,16.67,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,Mar 2024,-38538.0,-715.65,14.9,0.0,Accrual Risk,Growth Funded by Debt
CHOLAFIN,TTM,,,,100.0,Accrual Risk,Mixed
CIPLA,Mar 2013,-665.0,-10.96,24.92,90.49,Moderate,Growth Funded by Debt
CIPLA,Mar 2014,298.0,3.71,12.43,100.0,High Quality,Cash Accumulator
CIPLA,Mar 2015,223.0,2.43,8.37,95.44,Moderate,Shareholder Returns
CIPLA,Mar 2016,-2792.0,-24.69,32.87,100.0,High Quality,Growth Funded by Debt
CIPLA,Mar 2017,1078.0,9.06,9.06,100.0,High Quality,Cash Accumulator
CIPLA,Mar 2018,629.0,5.1,5.5,100.0,High Quality,Cash Accumulator
CIPLA,Mar 2019,3.0,0.02,10.32,100.0,High Quality,Cash Accumulator
CIPLA,Mar 2020,3182.0,22.85,0.67,100.0,High Quality,Reinvestor
CIPLA,Mar 2021,1381.0,9.26,12.39,100.0,High Quality,Cash Accumulator
CIPLA,Mar 2022,1468.0,8.53,8.54,100.0,High Quality,Cash Accumulator
CIPLA,Mar 2023,862.0,4.86,10.44,100.0,High Quality,Cash Accumulator
CIPLA,Mar 2024,1152.0,5.91,11.57,99.52,Moderate,Cash Accumulator
CIPLA,TTM,,,,100.0,Accrual Risk,Mixed
COALINDIA,Mar 2013,7276.0,14.49,2.68,52.48,Moderate,Cash Accumulator
COALINDIA,Mar 2014,23105.0,43.72,12.15,96.12,Moderate,Reinvestor
COALINDIA,Mar 2015,15276.0,26.91,1.21,100.0,High Quality,Reinvestor
COALINDIA,Mar 2016,21308.0,36.03,10.47,92.2,Moderate,Reinvestor
COALINDIA,Mar 2017,16916.0,25.74,0.58,100.0,High Quality,Reinvestor
COALINDIA,Mar 2018,13368.0,17.6,9.09,100.0,High Quality,Cash Accumulator
COALINDIA,Mar 2019,8460.0,11.34,7.93,93.66,Moderate,Cash Accumulator
COALINDIA,Mar 2020,6010.0,8.07,1.08,29.8,Accrual Risk,Reinvestor
COALINDIA,Mar 2021,10774.0,15.09,0.2,83.39,Moderate,Reinvestor
COALINDIA,Mar 2022,15392.0,18.11,23.44,100.0,High Quality,Cash Accumulator
COALINDIA,Mar 2023,12269.0,13.05,16.97,100.0,High Quality,Cash Accumulator
COALINDIA,Mar 2024,13617.0,14.43,3.15,48.44,Accrual Risk,Cash Accumulator
COALINDIA,TTM,,,,100.0,Accrual Risk,Mixed
DABUR,Mar 2013,248.0,25.0,10.13,100.0,High Quality,Cash Accumulator
DABUR,Mar 2014,994.0,85.54,1.47,100.0,High Quality,Cash Accumulator
DABUR,Mar 2015,171.0,12.95,11.24,98.03,Moderate,Cash Accumulator
DABUR,Mar 2016,457.0,30.11,9.38,94.66,Moderate,Cash Accumulator
DABUR,Mar 2017,420.0,27.78,10.6,95.86,Moderate,Cash Accumulator
DABUR,Mar 2018,551.0,34.08,7.01,80.41,Moderate,Cash Accumulator
DABUR,Mar 2019,1837.0,105.57,3.97,100.0,High Quality,Reinvestor
DABUR,Mar 2020,1097.0,61.22,5.95,100.0,High Quality,Cash Accumulator
DABUR,Mar 2021,711.0,35.51,14.68,100.0,High Quality,Cash Accumulator
DABUR,Mar 2022,529.0,23.49,11.69,100.0,High Quality,Cash Accumulator
DABUR,Mar 2023,905.0,41.86,5.06,87.48,Moderate,Cash Accumulator
DABUR,Mar 2024,1042.0,43.42,7.83,100.0,High Quality,Cash Accumulator
DABUR,TTM,,,,100.0,Accrual Risk,Mixed
DIVISLAB,Mar 2013,225.0,27.57,11.89,79.73,Moderate,Cash Accumulator
DIVISLAB,Mar 2014,252.0,24.75,12.05,72.06,Moderate,Cash Accumulator
DIVISLAB,Mar 2015,305.0,26.0,16.73,96.95,Moderate,Cash Accumulator
DIVISLAB,Mar 2016,632.0,44.41,10.75,92.18,Moderate,Cash Accumulator
DIVISLAB,Mar 2017,10.0,0.69,28.05,100.0,High Quality,Shareholder Returns
DIVISLAB,Mar 2018,298.0,23.48,12.28,88.48,Moderate,Cash Accumulator
DIVISLAB,Mar 2019,269.0,14.35,13.85,70.51,Moderate,Cash Accumulator
DIVISLAB,Mar 2020,1133.0,62.05,1.54,88.31,Moderate,Cash Accumulator
DIVISLAB,Mar 2021,2022.0,70.53,1.08,98.14,Moderate,Reinvestor
DIVISLAB,Mar 2022,-283.0,-7.28,24.5,64.59,Moderate,Mixed
DIVISLAB,Mar 2023,-248.0,-10.46,34.85,100.0,High Quality,Mixed
DIVISLAB,Mar 2024,992.0,44.89,3.43,78.81,Moderate,Cash Accumulator
DIVISLAB,TTM,,,,100.0,Accrual Risk,Mixed
DLF,Mar 2013,4004.0,152.07,25.67,100.0,High Quality,Reinvestor
DLF,Mar 2014,5392.0,216.29,47.29,100.0,High Quality,Reinvestor
DLF,Mar 2015,2135.0,70.84,1.28,100.0,High Quality,Reinvestor
DLF,Mar 2016,2139.0,53.93,8.24,100.0,High Quality,Cash Accumulator
DLF,Mar 2017,-26.0,-0.75,10.61,0.0,Accrual Risk,Liquidating Assets
DLF,Mar 2018,-1832.0,-77.04,31.34,6.03,Accrual Risk,Mixed
DLF,Mar 2019,2046.0,95.25,0.04,100.0,High Quality,Mixed
DLF,Mar 2020,6864.0,598.95,106.99,0.0,Accrual Risk,Pre-Revenue
DLF,Mar 2021,1610.0,109.6,2.77,100.0,High Quality,Reinvestor
DLF,Mar 2022,3099.0,177.8,4.67,100.0,High Quality,Reinvestor
DLF,Mar 2023,1914.0,110.89,8.09,100.0,High Quality,Cash Accumulator
DLF,Mar 2024,1010.0,47.55,23.79,93.21,Moderate,Shareholder Returns
DLF,TTM,,,,100.0,Accrual Risk,Mixed
DMART,Mar 2013,-104.0,-48.37,6.91,100.0,High Quality,Growth Funded by Debt
DMART,Mar 2014,-72.0,-21.11,5.76,100.0,High Quality,Growth Funded by Debt
DMART,Mar 2015,-252.0,-55.26,7.36,100.0,High Quality,Growth Funded by Debt
DMART,Mar 2016,-200.0,-30.12,7.37,100.0,High Quality,Growth Funded by Debt
DMART,Mar 2017,-2027.0,-209.18,20.86,94.99,Moderate,Growth Funded by Debt
DMART,Mar 2018,1194.0,88.25,3.09,90.57,Moderate,Reinvestor
DMART,Mar 2019,-151.0,-9.25,4.79,89.47,Moderate,Growth Funded by Debt
DMART,Mar 2020,-3377.0,-158.69,18.73,98.39,Moderate,Growth Funded by Debt
DMART,Mar 2021,265.0,15.19,4.6,100.0,High Quality,Cash Accumulator
DMART,Mar 2022,83.0,3.32,4.16,91.96,Moderate,Cash Accumulator
DMART,Mar 2023,317.0,8.71,5.4,100.0,High Quality,Cash Accumulator
DMART,Mar 2024,278.0,6.77,4.86,100.0,High Quality,Cash Accumulator
DMART,TTM,,,,100.0,Accrual Risk,Mixed
DRREDDY,Mar 2013,-59.0,-2.21,12.14,90.24,Moderate,Mixed
DRREDDY,Mar 2014,366.0,11.26,11.96,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2015,154.0,4.39,15.78,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2016,1653.0,46.11,10.34,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2017,254.0,10.28,13.31,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2018,320.0,13.61,10.38,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2019,2101.0,66.11,4.98,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2020,2489.0,100.48,2.83,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2021,1315.0,33.94,11.84,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2022,246.0,6.53,11.91,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2023,1779.0,27.5,16.66,100.0,High Quality,Cash Accumulator
DRREDDY,Mar 2024,509.0,6.42,14.4,81.44,Moderate,Cash Accumulator
DRREDDY,TTM,,,,100.0,Accrual Risk,Mixed
EICHERMOT,Dec 2012,-277.0,-50.36,12.1,100.0,High Quality,Mixed
EICHERMOT,Dec 2013,-74.0,-10.35,11.6,100.0,High Quality,Mixed
EICHERMOT,Dec 2014,-167.0,-14.94,13.89,100.0,High Quality,Mixed
EICHERMOT,Mar 2016,462.0,27.34,16.22,100.0,High Quality,Cash Accumulator
EICHERMOT,Mar 2017,-36.0,-1.66,24.8,100.0,High Quality,Growth Funded by Debt
EICHERMOT,Mar 2018,337.0,12.0,23.93,100.0,High Quality,Cash Accumulator
EICHERMOT,Mar 2019,915.0,31.51,6.74,71.49,Moderate,Cash Accumulator
EICHERMOT,Mar 2020,186.0,8.52,16.47,92.72,Moderate,Cash Accumulator
EICHERMOT,Mar 2021,66.0,3.7,18.64,100.0,High Quality,Cash Accumulator
EICHERMOT,Mar 2022,544.0,24.98,9.55,91.06,Moderate,Cash Accumulator
EICHERMOT,Mar 2023,426.0,12.36,16.6,96.88,Moderate,Cash Accumulator
EICHERMOT,Mar 2024,890.0,20.56,17.14,93.08,Moderate,Cash Accumulator
EICHERMOT,TTM,,,,100.0,Accrual Risk,Mixed
GAIL,Mar 2013,-2023.0,-27.24,16.92,100.0,High Quality,Growth Funded by Debt
GAIL,Mar 2014,149.0,1.87,7.23,96.43,Moderate,Cash Accumulator
GAIL,Mar 2015,1405.0,24.95,4.64,100.0,High Quality,Cash Accumulator
GAIL,Mar 2016,3056.0,67.37,1.74,100.0,High Quality,Cash Accumulator
GAIL,Mar 2017,5690.0,94.5,0.69,100.0,High Quality,Cash Accumulator
GAIL,Mar 2018,6109.0,78.3,4.88,100.0,High Quality,Cash Accumulator
GAIL,Mar 2019,2283.0,22.97,7.48,100.0,High Quality,Cash Accumulator
GAIL,Mar 2020,46.0,0.51,11.44,87.7,Moderate,Shareholder Returns
GAIL,Mar 2021,4353.0,60.08,8.09,100.0,High Quality,Cash Accumulator
GAIL,Mar 2022,3930.0,25.92,5.92,76.56,Moderate,Cash Accumulator
GAIL,Mar 2023,-4248.0,-56.64,5.12,57.27,Moderate,Growth Funded by Debt
GAIL,Mar 2024,4360.0,30.46,6.17,100.0,High Quality,Cash Accumulator
GAIL,TTM,,,,100.0,Accrual Risk,Mixed
GODREJCP,Mar 2013,-45.0,-4.52,13.49,97.04,Moderate,Growth Funded by Debt
GODREJCP,Mar 2014,622.0,53.21,6.5,100.0,High Quality,Cash Accumulator
GODREJCP,Mar 2015,-209.0,-15.16,14.94,100.0,High Quality,Mixed
GODREJCP,Mar 2016,225.0,13.58,7.38,100.0,High Quality,Cash Accumulator
GODREJCP,Mar 2017,-383.0,-20.08,24.2,100.0,High Quality,Growth Funded by Debt
GODREJCP,Mar 2018,1387.0,66.55,3.41,100.0,High Quality,Cash Accumulator
GODREJCP,Mar 2019,2003.0,93.95,2.66,73.83,Moderate,Reinvestor
GODREJCP,Mar 2020,1036.0,48.1,5.57,100.0,High Quality,Cash Accumulator
GODREJCP,Mar 2021,1738.0,72.45,2.65,100.0,High Quality,Cash Accumulator
GODREJCP,Mar 2022,607.0,25.2,6.88,81.38,Moderate,Cash Accumulator
GODREJCP,Mar 2023,397.0,16.25,13.17,100.0,High Quality,Cash Accumulator
GODREJCP,Mar 2024,-1365.0,-46.16,24.37,0.0,Accrual Risk,Pre-Revenue
GODREJCP,TTM,,,,100.0,Accrual Risk,Pre-Revenue
GRASIM,Mar 2013,-1445.0,-24.39,20.38,100.0,High Quality,Growth Funded by Debt
GRASIM,Mar 2014,1213.0,24.68,8.25,100.0,High Quality,Cash Accumulator
GRASIM,Mar 2015,2235.0,43.45,7.43,100.0,High Quality,Cash Accumulator
GRASIM,Mar 2016,1353.0,22.89,13.09,100.0,High Quality,Cash Accumulator
GRASIM,Mar 2017,3779.0,51.16,9.73,100.0,High Quality,Cash Accumulator
GRASIM,Mar 2018,-2594.0,-22.34,2.77,0.0,Accrual Risk,Liquidating Assets
GRASIM,Mar 2019,-3871.0,-23.26,2.87,0.0,Accrual Risk,Growth Funded by Debt
GRASIM,Mar 2020,5256.0,50.67,16.65,100.0,High Quality,Cash Accumulator
GRASIM,Mar 2021,7929.0,42.55,9.35,100.0,High Quality,Cash Accumulator
GRASIM,Mar 2022,5985.0,29.29,1.1,62.81,Moderate,Cash Accumulator
GRASIM,Mar 2023,-26397.0,-122.27,11.66,0.0,Accrual Risk,Growth Funded by Debt
GRASIM,Mar 2024,-33833.0,-124.41,17.65,0.0,Accrual Risk,Growth Funded by Debt
GRASIM,TTM,,,,100.0,Accrual Risk,Mixed
HAL,Mar 2013,,,,100.0,Accrual Risk,Mixed
HAL,Mar 2014,,,,100.0,Accrual Risk,Mixed
HAL,Mar 2015,,,,100.0,Accrual Risk,Mixed
HAL,Mar 2016,,,,100.0,Accrual Risk,Mixed
HAL,Mar 2017,2598.0,80.28,16.83,0.0,Accrual Risk,Reinvestor
HAL,Mar 2018,-140.0,-4.05,3.21,0.0,Accrual Risk,Liquidating Assets
HAL,Mar 2019,-2402.0,-52.57,26.45,0.0,Accrual Risk,Liquidating Assets
HAL,Mar 2020,203.0,4.16,6.22,54.08,Moderate,Shareholder Returns
HAL,Mar 2021,13934.0,260.89,5.2,100.0,High Quality,Cash Accumulator
HAL,Mar 2022,-2609.0,-48.14,51.95,100.0,High Quality,Mixed
HAL,Mar 2023,3102.0,46.51,21.29,100.0,High Quality,Cash Accumulator
HAL,Mar 2024,1814.0,18.61,21.11,100.0,High Quality,Cash Accumulator
HAL,TTM,,,,100.0,Accrual Risk,Mixed
HAVELLS,Mar 2013,494.0,73.29,2.02,100.0,High Quality,Cash Accumulator
HAVELLS,Mar 2014,492.0,63.32,4.67,100.0,High Quality,Cash Accumulator
HAVELLS,Mar 2015,478.0,63.31,5.73,100.0,High Quality,Cash Accumulator
HAVELLS,Mar 2016,392.0,49.25,1.59,39.46,Accrual Risk,Cash Accumulator
HAVELLS,Mar 2017,547.0,67.12,3.59,100.0,High Quality,Cash Accumulator
HAVELLS,Mar 2018,154.0,14.91,11.66,100.0,High Quality,Cash Accumulator
HAVELLS,Mar 2019,686.0,57.7,1.84,63.58,Moderate,Reinvestor
HAVELLS,Mar 2020,279.0,26.15,5.81,100.0,High Quality,Cash Accumulator
HAVELLS,Mar 2021,-103.0,-6.48,7.3,63.22,Moderate,Growth Funded by Debt
HAVELLS,Mar 2022,969.0,54.59,5.45,100.0,High Quality,Cash Accumulator
HAVELLS,Mar 2023,596.0,36.77,0.18,52.71,Moderate,Reinvestor
HAVELLS,Mar 2024,335.0,17.81,8.7,100.0,High Quality,Cash Accumulator
HAVELLS,TTM,,,,100.0,Accrual Risk,Mixed
HCLTECH,Jun 2013,2131.0,37.52,9.23,100.0,High Quality,Cash Accumulator
HCLTECH,Jun 2014,1615.0,20.1,15.06,98.91,Moderate,Cash Accumulator
HCLTECH,Jun 2015,3451.0,40.67,5.69,75.44,Moderate,Cash Accumulator
HCLTECH,Mar 2016 9m,,,,100.0,Accrual Risk,Mixed
HCLTECH,Mar 2017,5105.0,49.13,8.18,100.0,High Quality,Cash Accumulator
HCLTECH,Mar 2018,6092.0,54.17,4.42,95.48,Moderate,Cash Accumulator
HCLTECH,Mar 2019,5715.0,41.04,5.39,88.65,Moderate,Cash Accumulator
HCLTECH,Mar 2020,1027.0,5.93,17.45,100.0,High Quality,Cash Accumulator
HCLTECH,Mar 2021,13953.0,69.6,7.52,100.0,High Quality,Cash Accumulator
HCLTECH,Mar 2022,18497.0,90.1,1.86,100.0,High Quality,Reinvestor
HCLTECH,Mar 2023,14436.0,63.8,3.52,100.0,High Quality,Cash Accumulator
HCLTECH,Mar 2024,15840.0,65.46,6.01,100.0,High Quality,Cash Accumulator
HCLTECH,TTM,,,,100.0,Accrual Risk,Mixed
HDFCBANK,Mar 2013,-6749.0,-53.43,2.52,0.0,Accrual Risk,Growth Funded by Debt
HDFCBANK,Mar 2014,3112.0,23.04,2.58,48.03,Accrual Risk,Shareholder Returns
HDFCBANK,Mar 2015,-22081.0,-136.61,1.58,0.0,Accrual Risk,Growth Funded by Debt
HDFCBANK,Mar 2016,-35272.0,-175.88,1.33,0.0,Accrual Risk,Growth Funded by Debt
HDFCBANK,Mar 2017,16136.0,67.64,1.56,100.0,High Quality,Cash Accumulator
HDFCBANK,Mar 2018,16372.0,55.44,0.99,92.74,Moderate,Shareholder Returns
HDFCBANK,Mar 2019,-64375.0,-184.69,1.43,0.0,Accrual Risk,Growth Funded by Debt
HDFCBANK,Mar 2020,-18272.0,-40.19,1.15,0.0,Accrual Risk,Growth Funded by Debt
HDFCBANK,Mar 2021,40653.0,77.5,1.42,100.0,High Quality,Cash Accumulator
HDFCBANK,Mar 2022,-14011.0,-24.77,1.51,0.0,Accrual Risk,Growth Funded by Debt
HDFCBANK,Mar 2023,17822.0,28.27,1.75,45.1,Accrual Risk,Shareholder Returns
HDFCBANK,Mar 2024,35669.0,20.48,5.85,29.14,Accrual Risk,Reinvestor
HDFCBANK,TTM,,,,100.0,Accrual Risk,Mixed
HDFCLIFE,Mar 2013,,,,100.0,Accrual Risk,Mixed
HDFCLIFE,Mar 2014,,,,100.0,Accrual Risk,Mixed
HDFCLIFE,Mar 2015,945.0,3.59,12.91,100.0,High Quality,Cash Accumulator
HDFCLIFE,Mar 2016,1725.0,10.04,21.84,100.0,High Quality,Cash Accumulator
HDFCLIFE,Mar 2017,1053.0,3.55,16.89,100.0,High Quality,Cash Accumulator
HDFCLIFE,Mar 2018,2318.0,7.43,13.7,100.0,High Quality,Cash Accumulator
HDFCLIFE,Mar 2019,-314.0,-0.83,26.21,100.0,High Quality,Mixed
HDFCLIFE,Mar 2020,-401.0,-1.42,26.51,100.0,High Quality,Growth Funded by Debt
HDFCLIFE,Mar 2021,751.0,1.07,12.52,100.0,High Quality,Shareholder Returns
HDFCLIFE,Mar 2022,5142.0,7.75,1.19,100.0,High Quality,Cash Accumulator
HDFCLIFE,Mar 2023,-3188.0,-4.55,14.34,100.0,High Quality,Growth Funded by Debt
HDFCLIFE,Mar 2024,-2893.0,-2.87,13.42,100.0,High Quality,Mixed
HDFCLIFE,TTM,,,,100.0,Accrual Risk,Mixed
HEROMOTOCO,Mar 2014,1347.0,6.2,6.39,100.0,High Quality,Cash Accumulator
HEROMOTOCO,Mar 2015,2217.0,9.23,0.11,92.47,Moderate,Reinvestor
HEROMOTOCO,Mar 2016,1422.0,5.92,8.08,100.0,High Quality,Cash Accumulator
HEROMOTOCO,Mar 2017,2035.0,8.47,6.89,100.0,High Quality,Cash Accumulator
HEROMOTOCO,Mar 2018,2159.0,7.96,5.72,100.0,High Quality,Cash Accumulator
HEROMOTOCO,Mar 2019,2330.0,8.05,3.82,29.77,Accrual Risk,Reinvestor
HEROMOTOCO,Mar 2020,2699.0,10.72,9.64,100.0,High Quality,Cash Accumulator
HEROMOTOCO,Mar 2021,1821.0,6.77,7.39,100.0,High Quality,Cash Accumulator
HEROMOTOCO,Mar 2022,1882.0,7.16,0.75,90.34,Moderate,Cash Accumulator
HEROMOTOCO,Mar 2023,2193.0,7.3,1.23,93.36,Moderate,Cash Accumulator
HEROMOTOCO,Mar 2024,3095.0,9.51,4.84,100.0,High Quality,Cash Accumulator
HEROMOTOCO,TTM,,,,100.0,Accrual Risk,Mixed
HINDALCO,Mar 2013,-10824.0,-14.93,17.21,99.0,Moderate,Growth Funded by Debt
HINDALCO,Mar 2014,-139.0,-0.17,9.23,100.0,High Quality,Growth Funded by Debt
HINDALCO,Mar 2015,3270.0,3.43,3.71,100.0,High Quality,Cash Accumulator
HINDALCO,Mar 2016,8468.0,9.31,3.26,0.0,Accrual Risk,Pre-Revenue
HINDALCO,Mar 2017,9811.0,11.17,2.87,100.0,High Quality,Cash Accumulator
HINDALCO,Mar 2018,16231.0,15.99,4.63,100.0,High Quality,Reinvestor
HINDALCO,Mar 2019,6521.0,5.67,4.18,100.0,High Quality,Cash Accumulator
HINDALCO,Mar 2020,5518.0,5.31,6.12,100.0,High Quality,Shareholder Returns
HINDALCO,Mar 2021,-8048.0,-7.03,19.15,100.0,High Quality,Mixed
HINDALCO,Mar 2022,10065.0,6.04,3.47,100.0,High Quality,Cash Accumulator
HINDALCO,Mar 2023,11649.0,5.81,3.39,100.0,High Quality,Cash Accumulator
HINDALCO,Mar 2024,9789.0,5.1,6.61,100.0,High Quality,Cash Accumulator
HINDALCO,TTM,,,,100.0,Accrual Risk,Mixed
HINDUNILVR,Mar 2013,3668.0,16.1,0.23,93.9,Moderate,Reinvestor
HINDUNILVR,Mar 2014,3343.0,13.66,1.62,96.51,Moderate,Cash Accumulator
HINDUNILVR,Mar 2015,3430.0,12.91,0.43,75.23,Moderate,Reinvestor
HINDUNILVR,Mar 2016,3889.0,14.8,0.88,100.0,High Quality,Cash Accumulator
HINDUNILVR,Mar 2017,4012.0,14.95,3.54,100.0,High Quality,Cash Accumulator
HINDUNILVR,Mar 2018,4996.0,17.81,2.99,100.0,High Quality,Cash Accumulator
HINDUNILVR,Mar 2019,5362.0,17.62,1.11,95.71,Moderate,Cash Accumulator
HINDUNILVR,Mar 2020,9414.0,31.46,4.5,100.0,High Quality,Reinvestor
HINDUNILVR,Mar 2021,7935.0,22.41,2.61,100.0,High Quality,Cash Accumulator
HINDUNILVR,Mar 2022,7320.0,18.49,3.29,100.0,High Quality,Cash Accumulator
HINDUNILVR,Mar 2023,8507.0,18.32,2.45,98.5,Moderate,Cash Accumulator
HINDUNILVR,Mar 2024,10145.0,21.48,8.6,100.0,High Quality,Cash Accumulator
HINDUNILVR,TTM,,,,100.0,Accrual Risk,Mixed
ICICIBANK,Mar 2013,-1069.0,-3.37,41.36,100.0,High Quality,Growth Funded by Debt
ICICIBANK,Mar 2014,-8985.0,-27.35,31.83,57.93,Moderate,Growth Funded by Debt
ICICIBANK,Mar 2015,-25448.0,-65.65,23.97,0.0,Accrual Risk,Growth Funded by Debt
ICICIBANK,Mar 2016,11585.0,22.17,20.34,100.0,High Quality,Shareholder Returns
ICICIBANK,Mar 2017,50925.0,79.77,2.81,100.0,High Quality,Cash Accumulator
ICICIBANK,Mar 2018,-31168.0,-42.81,81.32,100.0,High Quality,Growth Funded by Debt
ICICIBANK,Mar 2019,18389.0,21.95,42.07,100.0,High Quality,Cash Accumulator
ICICIBANK,Mar 2020,37470.0,43.9,49.62,100.0,High Quality,Shareholder Returns
ICICIBANK,Mar 2021,74384.0,81.46,71.36,100.0,High Quality,Cash Accumulator
ICICIBANK,Mar 2022,18663.0,23.1,41.35,100.0,High Quality,Shareholder Returns
ICICIBANK,Mar 2023,-71460.0,-81.33,55.91,0.0,Accrual Risk,Growth Funded by Debt
ICICIBANK,Mar 2024,12547.0,12.6,90.74,100.0,High Quality,Shareholder Returns
ICICIBANK,TTM,,,,100.0,Accrual Risk,Mixed
ICICIGI,Mar 2013,22.0,0.52,23.98,100.0,High Quality,Shareholder Returns
ICICIGI,Mar 2014,-111.0,-2.42,16.22,100.0,High Quality,Growth Funded by Debt
ICICIGI,Mar 2015,73.0,1.64,4.04,0.0,Accrual Risk,Reinvestor
ICICIGI,Mar 2016,201.0,3.81,5.14,100.0,High Quality,Cash Accumulator
ICICIGI,Mar 2017,-362.0,-5.48,26.46,100.0,High Quality,Growth Funded by Debt
ICICIGI,Mar 2018,494.0,6.89,27.43,100.0,High Quality,Cash Accumulator
ICICIGI,Mar 2019,120.0,1.26,25.58,100.0,High Quality,Cash Accumulator
ICICIGI,Mar 2020,51.0,0.52,29.37,100.0,High Quality,Cash Accumulator
ICICIGI,Mar 2021,407.0,4.03,11.24,100.0,High Quality,Cash Accumulator
ICICIGI,Mar 2022,944.0,6.29,0.84,63.65,Moderate,Reinvestor
ICICIGI,Mar 2023,605.0,3.64,9.43,100.0,High Quality,Cash Accumulator
ICICIGI,Mar 2024,486.0,2.71,9.38,100.0,High Quality,Cash Accumulator
ICICIGI,TTM,,,,100.0,Accrual Risk,Mixed
