company_id,year,free_cash_flow,fcf_conversion,capex_intensity,cfo_quality_score,cfo_quality_label,capital_allocation_pattern
ICICIPRULI,Mar 2013,-1077.0,-5.59,7.81,0.0,Accrual Risk,Liquidating Assets
ICICIPRULI,Mar 2014,3630.0,17.81,27.47,0.0,Accrual Risk,Reinvestor
ICICIPRULI,Mar 2015,-1299.0,-3.96,5.29,31.89,Accrual Risk,Mixed
ICICIPRULI,Mar 2016,3661.0,19.26,0.13,100.0,High Quality,Reinvestor
ICICIPRULI,Mar 2017,3434.0,9.54,1.84,100.0,High Quality,Cash Accumulator
ICICIPRULI,Mar 2018,301.0,0.81,13.88,100.0,High Quality,Cash Accumulator
ICICIPRULI,Mar 2019,3818.0,9.33,18.23,100.0,High Quality,Cash Accumulator
ICICIPRULI,Mar 2020,-2201.0,-10.31,51.35,100.0,High Quality,Mixed
ICICIPRULI,Mar 2021,2230.0,2.67,6.11,100.0,High Quality,Shareholder Returns
ICICIPRULI,Mar 2022,1015.0,1.54,1.28,100.0,High Quality,Cash Accumulator
ICICIPRULI,Mar 2023,-1056.0,-2.02,2.27,10.95,Accrual Risk,Mixed
ICICIPRULI,Mar 2024,105.0,0.11,8.22,0.0,Accrual Risk,Reinvestor
ICICIPRULI,TTM,,,,100.0,Accrual Risk,Mixed
INDUSINDBK,Mar 2013,-660.0,-33.9,2.49,0.0,Accrual Risk,Growth Funded by Debt
INDUSINDBK,Mar 2014,-4280.0,-167.51,2.11,0.0,Accrual Risk,Growth Funded by Debt
INDUSINDBK,Mar 2015,-1697.0,-54.17,2.85,0.0,Accrual Risk,Growth Funded by Debt
INDUSINDBK,Mar 2016,-3185.0,-76.05,2.17,0.0,Accrual Risk,Growth Funded by Debt
INDUSINDBK,Mar 2017,11284.0,198.52,1.98,100.0,High Quality,Cash Accumulator
INDUSINDBK,Mar 2018,-20917.0,-319.1,1.26,0.0,Accrual Risk,Growth Funded by Debt
INDUSINDBK,Mar 2019,-7022.0,-75.64,2.84,0.0,Accrual Risk,Growth Funded by Debt
INDUSINDBK,Mar 2020,-11513.0,-91.29,1.83,0.0,Accrual Risk,Liquidating Assets
INDUSINDBK,Mar 2021,44420.0,277.68,0.78,100.0,High Quality,Cash Accumulator
INDUSINDBK,Mar 2022,16249.0,102.58,1.14,100.0,High Quality,Cash Accumulator
INDUSINDBK,Mar 2023,-12879.0,-82.96,1.21,0.0,Accrual Risk,Growth Funded by Debt
INDUSINDBK,Mar 2024,-17468.0,-99.04,1.37,0.0,Accrual Risk,Mixed
INDUSINDBK,TTM,,,,100.0,Accrual Risk,Mixed
INFY,Mar 2013,4451.0,38.58,7.24,78.19,Moderate,Cash Accumulator
INFY,Mar 2014,7262.0,54.23,5.11,92.2,Moderate,Cash Accumulator
INFY,Mar 2015,9352.0,62.84,1.87,67.52,Moderate,Reinvestor
INFY,Mar 2016,9143.0,53.53,1.42,74.34,Moderate,Cash Accumulator
INFY,Mar 2017,-3133.0,-16.84,21.41,80.34,Moderate,Mixed
INFY,Mar 2018,17751.0,94.31,6.43,82.46,Moderate,Reinvestor
INFY,Mar 2019,14209.0,70.45,0.76,96.31,Moderate,Cash Accumulator
INFY,Mar 2020,16672.0,74.87,0.36,100.0,High Quality,Cash Accumulator
INFY,Mar 2021,15851.0,56.84,7.34,100.0,High Quality,Cash Accumulator
INFY,Mar 2022,17400.0,55.25,5.33,100.0,High Quality,Cash Accumulator
INFY,Mar 2023,21396.0,60.91,0.73,93.19,Moderate,Cash Accumulator
INFY,Mar 2024,20117.0,55.23,3.31,96.05,Moderate,Cash Accumulator
INFY,TTM,,,,100.0,Accrual Risk,Mixed
IOC,Mar 2013,46.0,0.33,2.01,100.0,High Quality,Shareholder Returns
IOC,Mar 2014,5601.0,32.52,3.81,100.0,High Quality,Cash Accumulator
IOC,Mar 2015,35877.0,339.26,2.27,100.0,High Quality,Cash Accumulator
IOC,Mar 2016,12014.0,54.51,3.93,100.0,High Quality,Cash Accumulator
IOC,Mar 2017,10532.0,30.84,4.98,100.0,High Quality,Cash Accumulator
IOC,Mar 2018,11996.0,28.8,4.06,100.0,High Quality,Cash Accumulator
IOC,Mar 2019,-9822.0,-27.85,4.27,73.79,Moderate,Growth Funded by Debt
IOC,Mar 2020,-21955.0,-136.77,6.02,0.0,Accrual Risk,Pre-Revenue
IOC,Mar 2021,26715.0,66.91,6.3,100.0,High Quality,Cash Accumulator
IOC,Mar 2022,4453.0,9.32,3.61,100.0,High Quality,Cash Accumulator
IOC,Mar 2023,1614.0,5.26,3.33,100.0,High Quality,Cash Accumulator
IOC,Mar 2024,39635.0,52.4,4.05,100.0,High Quality,Cash Accumulator
IOC,TTM,,,,100.0,Accrual Risk,Mixed
IRCTC,Mar 2015,23.0,15.13,4.34,52.67,Moderate,Cash Accumulator
IRCTC,Mar 2016,295.0,155.26,0.51,100.0,High Quality,Reinvestor
IRCTC,Mar 2017,432.0,137.58,6.18,100.0,High Quality,Reinvestor
IRCTC,Mar 2018,64.0,23.36,2.73,10.86,Accrual Risk,Reinvestor
IRCTC,Mar 2019,146.0,38.12,18.88,100.0,High Quality,Cash Accumulator
IRCTC,Mar 2020,417.0,59.32,0.35,79.73,Moderate,Reinvestor
IRCTC,Mar 2021,-205.0,-109.04,58.3,100.0,High Quality,Mixed
IRCTC,Mar 2022,282.0,32.27,12.88,79.39,Moderate,Cash Accumulator
IRCTC,Mar 2023,495.0,38.79,8.95,80.72,Moderate,Cash Accumulator
IRCTC,Mar 2024,667.0,45.5,5.04,79.39,Moderate,Cash Accumulator
IRCTC,TTM,,,,100.0,Accrual Risk,Mixed
IRFC,Mar 2013,,,,100.0,Accrual Risk,Mixed
IRFC,Mar 2014,,,,100.0,Accrual Risk,Mixed
IRFC,Mar 2015,,,,100.0,Accrual Risk,Mixed
IRFC,Mar 2016,-16376.0,-219.28,0.03,0.0,Accrual Risk,Liquidating Assets
IRFC,Mar 2017,-19453.0,-215.64,0.02,0.0,Accrual Risk,Liquidating Assets
IRFC,Mar 2018,-28074.0,-304.19,0.02,0.0,Accrual Risk,Liquidating Assets
IRFC,Mar 2019,-41747.0,-376.61,0.01,0.0,Accrual Risk,Liquidating Assets
IRFC,Mar 2020,-62700.0,-469.49,0.01,0.0,Accrual Risk,Liquidating Assets
IRFC,Mar 2021,-89907.0,-574.23,0.0,0.0,Accrual Risk,Growth Funded by Debt
IRFC,Mar 2022,-64417.0,-319.26,0.02,0.0,Accrual Risk,Growth Funded by Debt
IRFC,Mar 2023,-28588.0,-121.2,0.0,0.0,Accrual Risk,Growth Funded by Debt
IRFC,Mar 2024,7906.0,29.82,0.03,100.0,High Quality,Cash Accumulator
IRFC,TTM,,,,100.0,Accrual Risk,Mixed
ITC,Mar 2013,3221.0,28.71,12.27,92.19,Moderate,Cash Accumulator
ITC,Mar 2014,4090.0,31.27,9.22,81.59,Moderate,Cash Accumulator
ITC,Mar 2015,4568.0,32.05,13.59,100.0,High Quality,Cash Accumulator
ITC,Mar 2016,5878.0,40.45,10.0,100.0,High Quality,Cash Accumulator
ITC,Mar 2017,7376.0,47.68,7.6,100.0,High Quality,Cash Accumulator
ITC,Mar 2018,6055.0,36.65,16.37,100.0,High Quality,Cash Accumulator
ITC,Mar 2019,7037.0,37.96,11.47,98.03,Moderate,Cash Accumulator
ITC,Mar 2020,8516.0,44.02,12.5,94.21,Moderate,Cash Accumulator
ITC,Mar 2021,18267.0,107.04,11.65,93.6,Moderate,Reinvestor
ITC,Mar 2022,13538.0,65.65,3.69,100.0,High Quality,Cash Accumulator
ITC,Mar 2023,13146.0,51.14,8.08,96.92,Moderate,Cash Accumulator
ITC,Mar 2024,18742.0,71.44,2.21,82.79,Moderate,Reinvestor
ITC,TTM,,,,100.0,Accrual Risk,Mixed
JINDALSTEL,Mar 2013,-6069.0,-99.39,48.42,100.0,High Quality,Growth Funded by Debt
JINDALSTEL,Mar 2014,-8114.0,-139.92,65.82,100.0,High Quality,Growth Funded by Debt
JINDALSTEL,Mar 2015,-5535.0,-101.3,34.62,0.0,Accrual Risk,Pre-Revenue
JINDALSTEL,Mar 2016,2071.0,60.26,11.62,0.0,Accrual Risk,Pre-Revenue
JINDALSTEL,Mar 2017,4852.0,103.04,9.25,0.0,Accrual Risk,Pre-Revenue
JINDALSTEL,Mar 2018,6293.0,97.28,4.3,0.0,Accrual Risk,Pre-Revenue
JINDALSTEL,Mar 2019,8195.0,97.42,1.77,0.0,Accrual Risk,Pre-Revenue
JINDALSTEL,Mar 2020,7338.0,107.42,3.89,0.0,Accrual Risk,Pre-Revenue
JINDALSTEL,Mar 2021,10077.0,92.17,5.45,100.0,High Quality,Cash Accumulator
JINDALSTEL,Mar 2022,13717.0,88.41,4.56,100.0,High Quality,Cash Accumulator
JINDALSTEL,Mar 2023,3257.0,32.76,7.69,100.0,High Quality,Cash Accumulator
JINDALSTEL,Mar 2024,-2336.0,-22.9,16.57,100.0,High Quality,Growth Funded by Debt
JINDALSTEL,TTM,,,,100.0,Accrual Risk,Mixed
JIOFIN,Mar 2023,945.0,2423.08,2466.67,100.0,High Quality,Cash Accumulator
JIOFIN,Mar 2024,763.0,48.94,77.68,0.0,Accrual Risk,Reinvestor
JIOFIN,TTM,,,,100.0,Accrual Risk,Mixed
JSWENERGY,Mar 2013,781.0,27.88,10.64,100.0,High Quality,Cash Accumulator
JSWENERGY,Mar 2014,1906.0,58.56,4.2,100.0,High Quality,Cash Accumulator
JSWENERGY,Mar 2015,2972.0,82.01,4.51,100.0,High Quality,Cash Accumulator
JSWENERGY,Mar 2016,266.0,6.6,33.31,100.0,High Quality,Cash Accumulator
JSWENERGY,Mar 2017,3091.0,92.99,9.22,100.0,High Quality,Cash Accumulator
JSWENERGY,Mar 2018,3719.0,137.08,2.67,100.0,High Quality,Cash Accumulator
JSWENERGY,Mar 2019,2436.0,85.32,0.6,100.0,High Quality,Cash Accumulator
JSWENERGY,Mar 2020,2383.0,80.59,3.64,100.0,High Quality,Reinvestor
JSWENERGY,Mar 2021,2670.0,91.66,14.88,100.0,High Quality,Cash Accumulator
JSWENERGY,Mar 2022,1565.0,43.81,16.98,100.0,High Quality,Cash Accumulator
JSWENERGY,Mar 2023,-4694.0,-143.02,65.6,100.0,High Quality,Growth Funded by Debt
JSWENERGY,Mar 2024,-1963.0,-36.47,71.37,100.0,High Quality,Growth Funded by Debt
JSWENERGY,TTM,,,,100.0,Accrual Risk,Mixed
JSWSTEEL,Mar 2013,411.0,6.31,14.22,100.0,High Quality,Cash Accumulator
JSWSTEEL,Mar 2014,-3024.0,-32.98,10.97,100.0,High Quality,Growth Funded by Debt
JSWSTEEL,Mar 2015,504.0,5.38,13.92,100.0,High Quality,Cash Accumulator
JSWSTEEL,Mar 2016,3040.0,47.34,9.28,0.0,Accrual Risk,Pre-Revenue
JSWSTEEL,Mar 2017,2794.0,22.7,9.16,100.0,High Quality,Cash Accumulator
JSWSTEEL,Mar 2018,7850.0,52.63,6.3,100.0,High Quality,Cash Accumulator
JSWSTEEL,Mar 2019,3246.0,17.15,13.43,100.0,High Quality,Shareholder Returns
JSWSTEEL,Mar 2020,-6804.0,-57.6,26.71,100.0,High Quality,Growth Funded by Debt
JSWSTEEL,Mar 2021,11087.0,54.95,9.65,100.0,High Quality,Cash Accumulator
JSWSTEEL,Mar 2022,11522.0,29.46,10.08,100.0,High Quality,Cash Accumulator
JSWSTEEL,Mar 2023,12593.0,68.18,6.47,100.0,High Quality,Cash Accumulator
JSWSTEEL,Mar 2024,-2389.0,-8.48,8.27,100.0,High Quality,Mixed
JSWSTEEL,TTM,,,,100.0,Accrual Risk,Mixed
KOTAKBANK,Mar 2013,-6157.0,-93.25,83.36,100.0,High Quality,Growth Funded by Debt
KOTAKBANK,Mar 2014,7938.0,112.55,9.43,100.0,High Quality,Cash Accumulator
KOTAKBANK,Mar 2015,-2165.0,-22.28,33.54,74.14,Moderate,Growth Funded by Debt
KOTAKBANK,Mar 2016,2672.0,23.15,11.53,100.0,High Quality,Shareholder Returns
KOTAKBANK,Mar 2017,7933.0,53.49,23.69,100.0,High Quality,Shareholder Returns
KOTAKBANK,Mar 2018,-15867.0,-94.42,21.79,0.0,Accrual Risk,Growth Funded by Debt
KOTAKBANK,Mar 2019,-1501.0,-7.6,11.14,25.29,Accrual Risk,Growth Funded by Debt
KOTAKBANK,Mar 2020,33551.0,148.6,39.04,100.0,High Quality,Cash Accumulator
KOTAKBANK,Mar 2021,-6291.0,-21.1,34.04,48.86,Accrual Risk,Mixed
KOTAKBANK,Mar 2022,-2595.0,-8.45,32.31,68.72,Moderate,Growth Funded by Debt
KOTAKBANK,Mar 2023,-11623.0,-34.71,24.63,0.0,Accrual Risk,Growth Funded by Debt
KOTAKBANK,Mar 2024,6766.0,14.38,15.86,86.12,Moderate,Shareholder Returns
KOTAKBANK,TTM,,,,100.0,Accrual Risk,Mixed
LICI,Mar 2019,22910.0,386.99,1.69,100.0,High Quality,Reinvestor
LICI,Mar 2020,13952.0,-200.83,6.44,100.0,High Quality,Cash Accumulator
LICI,Mar 2021,229049.0,-90892.46,21.49,100.0,High Quality,Reinvestor
LICI,Mar 2022,8748.0,263.02,1.73,0.0,Accrual Risk,Mixed
LICI,Mar 2023,1671.0,4.88,6.74,100.0,High Quality,Cash Accumulator
LICI,Mar 2024,853.0,2.6,2.99,63.84,Moderate,Cash Accumulator
LICI,TTM,,,,100.0,Accrual Risk,Mixed
LODHA,Mar 2011,,,,100.0,Accrual Risk,Mixed
LODHA,Mar 2012,,,,100.0,Accrual Risk,Mixed
LODHA,Mar 2015,,,,100.0,Accrual Risk,Mixed
LODHA,Mar 2016,-467.0,-21.97,10.35,55.05,Moderate,Growth Funded by Debt
LODHA,Mar 2017,295.0,18.28,14.81,100.0,High Quality,Cash Accumulator
LODHA,Mar 2018,45.0,2.68,6.73,87.66,Moderate,Shareholder Returns
LODHA,Mar 2019,-638.0,-20.07,1.47,0.0,Accrual Risk,Growth Funded by Debt
LODHA,Mar 2020,3954.0,206.26,1.46,100.0,High Quality,Reinvestor
LODHA,Mar 2021,2944.0,212.87,7.71,100.0,High Quality,Reinvestor
LODHA,Mar 2022,3137.0,143.5,12.34,100.0,High Quality,Reinvestor
LODHA,Mar 2023,4539.0,219.91,18.89,100.0,High Quality,Reinvestor
LODHA,Mar 2024,-435.0,-16.32,28.57,100.0,High Quality,Growth Funded by Debt
LODHA,TTM,,,,100.0,Accrual Risk,Mixed
LT,Mar 2013,-11277.0,-98.97,9.3,0.0,Accrual Risk,Growth Funded by Debt
LT,Mar 2014,-12653.0,-89.83,6.48,0.0,Accrual Risk,Growth Funded by Debt
LT,Mar 2015,-6143.0,-39.17,5.2,0.0,Accrual Risk,Growth Funded by Debt
LT,Mar 2016,-7867.0,-50.8,4.58,0.0,Accrual Risk,Growth Funded by Debt
LT,Mar 2017,-3141.0,-18.9,8.96,100.0,High Quality,Growth Funded by Debt
LT,Mar 2018,-6117.0,-30.42,3.27,0.0,Accrual Risk,Liquidating Assets
LT,Mar 2019,-15779.0,-69.01,8.15,0.0,Accrual Risk,Growth Funded by Debt
LT,Mar 2020,-1714.0,-6.98,5.78,61.45,Moderate,Growth Funded by Debt
LT,Mar 2021,17324.0,73.84,4.23,100.0,High Quality,Cash Accumulator
LT,Mar 2022,15579.0,64.07,2.29,100.0,High Quality,Cash Accumulator
LT,Mar 2023,14729.0,54.22,4.39,100.0,High Quality,Cash Accumulator
LT,Mar 2024,20445.0,68.46,0.99,100.0,High Quality,Reinvestor
LT,TTM,,,,100.0,Accrual Risk,Mixed
LTIM,Mar 2013,384.0,44.14,5.82,100.0,High Quality,Cash Accumulator
LTIM,Mar 2014,808.0,70.44,3.66,63.05,Moderate,Reinvestor
LTIM,Mar 2015,539.0,53.63,2.07,83.49,Moderate,Cash Accumulator
LTIM,Mar 2016,818.0,79.57,0.68,100.0,High Quality,Cash Accumulator
LTIM,Mar 2017,209.0,16.99,14.78,100.0,High Quality,Cash Accumulator
LTIM,Mar 2018,392.0,33.02,6.19,75.9,Moderate,Cash Accumulator
LTIM,Mar 2019,646.0,34.31,7.93,92.02,Moderate,Cash Accumulator
LTIM,Mar 2020,1001.0,49.33,5.91,100.0,High Quality,Cash Accumulator
LTIM,Mar 2021,743.0,27.27,13.4,100.0,High Quality,Cash Accumulator
LTIM,Mar 2022,1608.0,30.63,6.29,82.3,Moderate,Cash Accumulator
LTIM,Mar 2023,2824.0,46.23,0.82,70.18,Moderate,Cash Accumulator
LTIM,Mar 2024,1752.0,27.43,11.03,100.0,High Quality,Cash Accumulator
LTIM,TTM,,,,100.0,Accrual Risk,Mixed
M&M,Mar 2013,-3825.0,-41.96,4.23,0.0,Accrual Risk,Growth Funded by Debt
M&M,Mar 2014,-4768.0,-46.88,6.11,0.0,Accrual Risk,Growth Funded by Debt
M&M,Mar 2015,-3302.0,-37.55,6.1,31.2,Accrual Risk,Growth Funded by Debt
M&M,Mar 2016,-3121.0,-30.96,7.26,67.11,Moderate,Growth Funded by Debt
M&M,Mar 2017,-5692.0,-53.02,7.01,4.52,Accrual Risk,Growth Funded by Debt
M&M,Mar 2018,-4785.0,-36.18,5.94,8.57,Accrual Risk,Growth Funded by Debt
M&M,Mar 2019,-11521.0,-75.76,6.85,0.0,Accrual Risk,Growth Funded by Debt
M&M,Mar 2020,-8327.0,-81.97,9.11,100.0,High Quality,Pre-Revenue
M&M,Mar 2021,-1777.0,-15.47,26.5,100.0,High Quality,Growth Funded by Debt
M&M,Mar 2022,5996.0,40.84,3.61,100.0,High Quality,Cash Accumulator
M&M,Mar 2023,-15940.0,-78.58,7.31,0.0,Accrual Risk,Growth Funded by Debt
M&M,Mar 2024,-11245.0,-45.18,4.04,0.0,Accrual Risk,Growth Funded by Debt
M&M,TTM,,,,100.0,Accrual Risk,Mixed
MARUTI,Mar 2013,940.0,21.55,7.04,100.0,High Quality,Cash Accumulator
MARUTI,Mar 2014,-2.0,-0.04,11.22,100.0,High Quality,Mixed
MARUTI,Mar 2015,1958.0,28.41,8.84,100.0,High Quality,Cash Accumulator
MARUTI,Mar 2016,1252.0,13.87,12.55,100.0,High Quality,Cash Accumulator
MARUTI,Mar 2017,1109.0,10.64,13.47,100.0,High Quality,Cash Accumulator
MARUTI,Mar 2018,3486.0,28.77,10.4,100.0,High Quality,Cash Accumulator
MARUTI,Mar 2019,3061.0,27.69,4.11,86.28,Moderate,Cash Accumulator
MARUTI,Mar 2020,2939.0,39.96,0.74,61.57,Moderate,Cash Accumulator
MARUTI,Mar 2021,1565.0,28.92,10.36,100.0,High Quality,Cash Accumulator
MARUTI,Mar 2022,1601.0,27.83,0.27,47.42,Accrual Risk,Cash Accumulator
MARUTI,Mar 2023,1995.0,15.2,7.45,100.0,High Quality,Cash Accumulator
MARUTI,Mar 2024,4936.0,26.5,8.36,100.0,High Quality,Cash Accumulator
MARUTI,TTM,,,,100.0,Accrual Risk,Mixed
MOTHERSON,Mar 2013,397.0,26.82,4.3,100.0,High Quality,Cash Accumulator
MOTHERSON,Mar 2014,1323.0,55.19,4.51,100.0,High Quality,Cash Accumulator
MOTHERSON,Mar 2015,546.0,19.2,8.21,100.0,High Quality,Shareholder Returns
MOTHERSON,Mar 2016,282.0,7.95,5.12,100.0,High Quality,Cash Accumulator
MOTHERSON,Mar 2017,-2345.0,-56.22,14.5,100.0,High Quality,Growth Funded by Debt
MOTHERSON,Mar 2018,70.0,1.37,5.67,100.0,High Quality,Cash Accumulator
MOTHERSON,Mar 2019,994.0,18.59,5.22,100.0,High Quality,Cash Accumulator
MOTHERSON,Mar 2020,4132.0,88.78,3.66,100.0,High Quality,Cash Accumulator
MOTHERSON,Mar 2021,3165.0,72.43,3.29,100.0,High Quality,Cash Accumulator
MOTHERSON,Mar 2022,159.0,3.37,3.61,100.0,High Quality,Cash Accumulator
MOTHERSON,Mar 2023,2395.0,38.31,2.85,100.0,High Quality,Cash Accumulator
MOTHERSON,Mar 2024,925.0,9.92,6.73,100.0,High Quality,Shareholder Returns
MOTHERSON,TTM,,,,100.0,Accrual Risk,Mixed
NAUKRI,Mar 2013,29.0,23.97,9.75,98.68,Moderate,Cash Accumulator
NAUKRI,Mar 2014,-123.0,-126.8,35.98,100.0,High Quality,Growth Funded by Debt
NAUKRI,Mar 2015,-1000.0,-4761.9,143.58,0.0,Accrual Risk,Pre-Revenue
NAUKRI,Mar 2016,76.0,83.52,0.27,66.1,Moderate,Cash Accumulator
NAUKRI,Mar 2017,48.0,-533.33,18.58,0.0,Accrual Risk,Pre-Revenue
NAUKRI,Mar 2018,104.0,47.49,15.08,50.5,Moderate,Cash Accumulator
NAUKRI,Mar 2019,217.0,2411.11,5.13,46.62,Accrual Risk,Cash Accumulator
NAUKRI,Mar 2020,447.0,-127.71,7.39,0.0,Accrual Risk,Pre-Revenue
NAUKRI,Mar 2021,-1767.0,-2387.84,181.12,19.46,Accrual Risk,Growth Funded by Debt
NAUKRI,Mar 2022,-470.0,-105.38,74.07,5.49,Accrual Risk,Growth Funded by Debt
NAUKRI,Mar 2023,154.0,44.25,15.26,0.0,Accrual Risk,Pre-Revenue
NAUKRI,Mar 2024,-150.0,-21.1,33.6,100.0,High Quality,Growth Funded by Debt
NAUKRI,TTM,,,,100.0,Accrual Risk,Mixed
NESTLEIND,Dec 2013,1355.0,69.56,4.85,100.0,High Quality,Cash Accumulator
NESTLEIND,Dec 2014,1212.0,59.44,4.38,100.0,High Quality,Cash Accumulator
NESTLEIND,Dec 2015,1028.0,66.11,0.86,100.0,High Quality,Cash Accumulator
NESTLEIND,Dec 2016,1340.0,72.43,1.38,100.0,High Quality,Cash Accumulator
NESTLEIND,Dec 2017,1687.0,80.45,1.31,100.0,High Quality,Cash Accumulator
NESTLEIND,Dec 2018,2000.0,76.39,0.46,100.0,High Quality,Cash Accumulator
NESTLEIND,Dec 2019,2378.0,81.27,0.67,100.0,High Quality,Reinvestor
NESTLEIND,Dec 2020,2133.0,66.61,2.4,100.0,High Quality,Cash Accumulator
NESTLEIND,Dec 2021,316.0,8.87,13.02,100.0,High Quality,Cash Accumulator
NESTLEIND,Dec 2022,2345.0,63.28,2.32,100.0,High Quality,Cash Accumulator
NESTLEIND,Dec 2023,2465.0,55.13,4.85,100.0,High Quality,Cash Accumulator
NESTLEIND,Mar 2024,2938.0,50.54,5.07,100.0,High Quality,Cash Accumulator
NESTLEIND,TTM,,,,100.0,Accrual Risk,Mixed
NHPC,Mar 2013,1516.0,36.51,20.84,99.06,Moderate,Cash Accumulator
NHPC,Mar 2014,2702.0,62.23,15.18,100.0,High Quality,Cash Accumulator
NHPC,Mar 2015,3293.0,64.14,9.34,100.0,High Quality,Cash Accumulator
NHPC,Mar 2016,5225.0,109.24,8.93,100.0,High Quality,Cash Accumulator
NHPC,Mar 2017,6465.0,132.37,21.62,100.0,High Quality,Cash Accumulator
NHPC,Mar 2018,3810.0,89.69,11.42,100.0,High Quality,Cash Accumulator
NHPC,Mar 2019,2642.0,53.04,13.16,100.0,High Quality,Cash Accumulator
NHPC,Mar 2020,6.0,0.11,29.85,89.48,Moderate,Shareholder Returns
NHPC,Mar 2021,3463.0,65.62,16.66,100.0,High Quality,Cash Accumulator
NHPC,Mar 2022,1506.0,37.53,33.73,100.0,High Quality,Cash Accumulator
NHPC,Mar 2023,514.0,8.31,39.51,100.0,High Quality,Cash Accumulator
NHPC,Mar 2024,970.0,20.18,61.96,100.0,High Quality,Cash Accumulator
NHPC,TTM,,,,100.0,Accrual Risk,Mixed
NTPC,Mar 2013,-337.0,-1.86,23.55,100.0,High Quality,Growth Funded by Debt
NTPC,Mar 2014,1022.0,5.18,19.8,100.0,High Quality,Cash Accumulator
NTPC,Mar 2015,-1088.0,-6.27,19.98,100.0,High Quality,Mixed
NTPC,Mar 2016,4963.0,26.73,26.11,100.0,High Quality,Cash Accumulator
NTPC,Mar 2017,-4313.0,-19.97,29.84,100.0,High Quality,Growth Funded by Debt
NTPC,Mar 2018,-1008.0,-4.48,23.48,100.0,High Quality,Growth Funded by Debt
NTPC,Mar 2019,-5377.0,-23.68,23.99,100.0,High Quality,Growth Funded by Debt
NTPC,Mar 2020,-5738.0,-18.17,27.07,100.0,High Quality,Growth Funded by Debt
NTPC,Mar 2021,11410.0,33.52,18.86,100.0,High Quality,Cash Accumulator
NTPC,Mar 2022,18897.0,46.82,17.25,100.0,High Quality,Cash Accumulator
NTPC,Mar 2023,21007.0,44.14,14.84,100.0,High Quality,Cash Accumulator
NTPC,Mar 2024,8644.0,16.8,18.01,100.0,High Quality,Cash Accumulator
NTPC,TTM,,,,100.0,Accrual Risk,Mixed
ONGC,Mar 2013,-1346.0,-3.09,25.45,100.0,High Quality,Mixed
ONGC,Mar 2014,-10363.0,-21.09,36.55,100.0,High Quality,Growth Funded by Debt
ONGC,Mar 2015,3892.0,9.2,18.68,100.0,High Quality,Cash Accumulator
ONGC,Mar 2016,8036.0,20.53,30.84,100.0,High Quality,Cash Accumulator
ONGC,Mar 2017,1965.0,3.72,15.51,100.0,High Quality,Cash Accumulator
ONGC,Mar 2018,-10006.0,-17.59,20.7,100.0,High Quality,Growth Funded by Debt
ONGC,Mar 2019,24326.0,32.51,8.81,100.0,High Quality,Cash Accumulator
ONGC,Mar 2020,17434.0,33.46,13.4,100.0,High Quality,Cash Accumulator
ONGC,Mar 2021,8044.0,16.26,12.88,100.0,High Quality,Cash Accumulator
ONGC,Mar 2022,37051.0,46.39,8.39,100.0,High Quality,Cash Accumulator
ONGC,Mar 2023,11372.0,15.06,11.81,100.0,High Quality,Cash Accumulator
ONGC,Mar 2024,42060.0,40.9,9.67,100.0,High Quality,Cash Accumulator
ONGC,TTM,,,,100.0,Accrual Risk,Mixed
PFC,Mar 2013,-25080.0,-418.91,0.13,0.0,Accrual Risk,Liquidating Assets
PFC,Mar 2014,-22464.0,-295.31,0.04,0.0,Accrual Risk,Liquidating Assets
PFC,Mar 2015,-21946.0,-260.36,1.96,0.0,Accrual Risk,Growth Funded by Debt
PFC,Mar 2016,-15271.0,-166.68,7.08,0.0,Accrual Risk,Growth Funded by Debt
PFC,Mar 2017,1128.0,21.38,2.42,80.28,Moderate,Shareholder Returns
PFC,Mar 2018,-55739.0,-474.29,2.9,0.0,Accrual Risk,Liquidating Assets
PFC,Mar 2019,-93715.0,-526.99,24.88,0.0,Accrual Risk,Growth Funded by Debt
PFC,Mar 2020,-42221.0,-301.32,0.12,0.0,Accrual Risk,Growth Funded by Debt
PFC,Mar 2021,-57402.0,-288.87,2.43,0.0,Accrual Risk,Liquidating Assets
PFC,Mar 2022,4357.0,18.67,0.72,26.13,Accrual Risk,Cash Accumulator
PFC,Mar 2023,-76411.0,-288.33,2.18,0.0,Accrual Risk,Growth Funded by Debt
PFC,Mar 2024,-101229.0,-301.52,3.73,0.0,Accrual Risk,Growth Funded by Debt
PFC,TTM,,,,100.0,Accrual Risk,Mixed
PIDILITIND,Mar 2013,328.0,58.78,3.92,100.0,High Quality,Cash Accumulator
PIDILITIND,Mar 2014,295.0,43.9,2.31,87.56,Moderate,Cash Accumulator
PIDILITIND,Mar 2015,116.0,15.05,9.0,100.0,High Quality,Cash Accumulator
PIDILITIND,Mar 2016,416.0,35.46,9.16,100.0,High Quality,Cash Accumulator
PIDILITIND,Mar 2017,-85.0,-6.74,15.65,92.0,Moderate,Growth Funded by Debt
PIDILITIND,Mar 2018,835.0,62.27,0.64,82.4,Moderate,Reinvestor
PIDILITIND,Mar 2019,332.0,24.22,7.25,91.06,Moderate,Cash Accumulator
PIDILITIND,Mar 2020,1383.0,87.75,1.41,100.0,High Quality,Reinvestor
PIDILITIND,Mar 2021,-296.0,-17.56,23.15,100.0,High Quality,Mixed
