company_id,year,horizon_years,eps_cagr_value,eps_cagr_flag
HDFCBANK,Mar 2021,3,17.23,NORMAL
HDFCBANK,Mar 2021,5,18.33,NORMAL
HDFCBANK,Mar 2022,3,18.95,NORMAL
HDFCBANK,Mar 2022,5,18.13,NORMAL
HDFCBANK,Mar 2023,3,17.93,NORMAL
HDFCBANK,Mar 2023,5,17.9,NORMAL
HDFCBANK,Mar 2023,10,19.34,NORMAL
HDFCBANK,Mar 2024,3,13.14,NORMAL
HDFCBANK,Mar 2024,5,15.42,NORMAL
HDFCBANK,Mar 2024,10,16.65,NORMAL
HDFCLIFE,Mar 2016,3,25.99,NORMAL
HDFCLIFE,Mar 2017,3,,INSUFFICIENT_DATA
HDFCLIFE,Mar 2018,3,14.47,NORMAL
HDFCLIFE,Mar 2018,5,24.57,NORMAL
HDFCLIFE,Mar 2019,3,14.47,NORMAL
HDFCLIFE,Mar 2019,5,8.45,NORMAL
HDFCLIFE,Mar 2020,3,14.47,NORMAL
HDFCLIFE,Mar 2020,5,8.45,NORMAL
HDFCLIFE,Mar 2021,3,5.27,NORMAL
HDFCLIFE,Mar 2021,5,11.84,NORMAL
HDFCLIFE,Mar 2022,3,,INSUFFICIENT_DATA
HDFCLIFE,Mar 2022,5,8.45,NORMAL
HDFCLIFE,Mar 2023,3,,INSUFFICIENT_DATA
HDFCLIFE,Mar 2023,5,,INSUFFICIENT_DATA
HDFCLIFE,Mar 2023,10,11.61,NORMAL
HDFCLIFE,Mar 2024,3,,INSUFFICIENT_DATA
HDFCLIFE,Mar 2024,5,3.13,NORMAL
HDFCLIFE,Mar 2024,10,5.76,NORMAL
HEROMOTOCO,Mar 2017,3,19.46,NORMAL
HEROMOTOCO,Mar 2018,3,16.38,NORMAL
HEROMOTOCO,Mar 2019,3,3.09,NORMAL
HEROMOTOCO,Mar 2019,5,10.37,NORMAL
HEROMOTOCO,Mar 2020,3,0.56,NORMAL
HEROMOTOCO,Mar 2020,5,9.05,NORMAL
HEROMOTOCO,Mar 2021,3,-7.75,DECLINE
HEROMOTOCO,Mar 2021,5,-1.44,DECLINE
HEROMOTOCO,Mar 2022,3,-12.3,DECLINE
HEROMOTOCO,Mar 2022,5,-8.31,DECLINE
HEROMOTOCO,Mar 2023,3,-8.16,DECLINE
HEROMOTOCO,Mar 2023,5,-5.39,DECLINE
HEROMOTOCO,Mar 2024,3,8.6,NORMAL
HEROMOTOCO,Mar 2024,5,1.69,NORMAL
HEROMOTOCO,Mar 2024,10,5.94,NORMAL
HINDALCO,Mar 2016,3,,DECLINE_TO_LOSS
HINDALCO,Mar 2017,3,-10.07,DECLINE
HINDALCO,Mar 2018,3,88.99,NORMAL
HINDALCO,Mar 2018,5,11.03,NORMAL
HINDALCO,Mar 2019,3,,TURNAROUND
HINDALCO,Mar 2019,5,16.89,NORMAL
HINDALCO,Mar 2020,3,28.56,NORMAL
HINDALCO,Mar 2020,5,33.56,NORMAL
HINDALCO,Mar 2021,3,-16.01,DECLINE
HINDALCO,Mar 2021,5,,TURNAROUND
HINDALCO,Mar 2022,3,36.47,NORMAL
HINDALCO,Mar 2022,5,50.12,NORMAL
HINDALCO,Mar 2023,3,38.33,NORMAL
HINDALCO,Mar 2023,5,10.76,NORMAL
HINDALCO,Mar 2023,10,10.89,NORMAL
HINDALCO,Mar 2024,3,41.16,NORMAL
HINDALCO,Mar 2024,5,13.4,NORMAL
HINDALCO,Mar 2024,10,15.13,NORMAL
HINDUNILVR,Mar 2016,3,1.82,NORMAL
HINDUNILVR,Mar 2017,3,5.27,NORMAL
HINDUNILVR,Mar 2018,3,6.27,NORMAL
HINDUNILVR,Mar 2018,5,5.92,NORMAL
HINDUNILVR,Mar 2019,3,13.8,NORMAL
HINDUNILVR,Mar 2019,5,9.24,NORMAL
HINDUNILVR,Mar 2020,3,13.86,NORMAL
HINDUNILVR,Mar 2020,5,9.16,NORMAL
HINDUNILVR,Mar 2021,3,12.31,NORMAL
HINDUNILVR,Mar 2021,5,12.34,NORMAL
HINDUNILVR,Mar 2022,3,10.72,NORMAL
HINDUNILVR,Mar 2022,5,12.59,NORMAL
HINDUNILVR,Mar 2023,3,11.52,NORMAL
HINDUNILVR,Mar 2023,5,12.37,NORMAL
HINDUNILVR,Mar 2023,10,9.1,NORMAL
HINDUNILVR,Mar 2024,3,8.97,NORMAL
HINDUNILVR,Mar 2024,5,9.46,NORMAL
HINDUNILVR,Mar 2024,10,9.35,NORMAL
ICICIBANK,Mar 2016,3,2.17,NORMAL
ICICIBANK,Mar 2017,3,-2.0,DECLINE
ICICIBANK,Mar 2018,3,-14.2,DECLINE
ICICIBANK,Mar 2018,5,-4.36,DECLINE
ICICIBANK,Mar 2019,3,-24.09,DECLINE
ICICIBANK,Mar 2019,5,-16.26,DECLINE
ICICIBANK,Mar 2020,3,-2.13,DECLINE
ICICIBANK,Mar 2020,5,-4.62,DECLINE
ICICIBANK,Mar 2021,3,31.04,NORMAL
ICICIBANK,Mar 2021,5,11.03,NORMAL
ICICIBANK,Mar 2022,3,72.61,NORMAL
ICICIBANK,Mar 2022,5,17.61,NORMAL
ICICIBANK,Mar 2023,3,48.38,NORMAL
ICICIBANK,Mar 2023,5,32.5,NORMAL
ICICIBANK,Mar 2023,10,12.57,NORMAL
ICICIBANK,Mar 2024,3,32.64,NORMAL
ICICIBANK,Mar 2024,5,55.18,NORMAL
ICICIBANK,Mar 2024,10,14.0,NORMAL
ICICIGI,Mar 2016,3,11.2,NORMAL
ICICIGI,Mar 2017,3,10.06,NORMAL
ICICIGI,Mar 2018,3,13.48,NORMAL
ICICIGI,Mar 2018,5,18.89,NORMAL
ICICIGI,Mar 2019,3,27.87,NORMAL
ICICIGI,Mar 2019,5,13.9,NORMAL
ICICIGI,Mar 2020,3,17.57,NORMAL
ICICIGI,Mar 2020,5,14.87,NORMAL
ICICIGI,Mar 2021,3,18.98,NORMAL
ICICIGI,Mar 2021,5,23.81,NORMAL
ICICIGI,Mar 2022,3,4.17,NORMAL
ICICIGI,Mar 2022,5,10.2,NORMAL
ICICIGI,Mar 2023,3,10.42,NORMAL
ICICIGI,Mar 2023,5,13.0,NORMAL
ICICIGI,Mar 2023,10,15.9,NORMAL
ICICIGI,Mar 2024,3,6.82,NORMAL
ICICIGI,Mar 2024,5,11.14,NORMAL
ICICIGI,Mar 2024,10,12.51,NORMAL
ICICIPRULI,Mar 2016,3,2.94,NORMAL
ICICIPRULI,Mar 2017,3,2.94,NORMAL
ICICIPRULI,Mar 2018,3,,INSUFFICIENT_DATA
ICICIPRULI,Mar 2018,5,,INSUFFICIENT_DATA
ICICIPRULI,Mar 2019,3,-12.64,DECLINE
ICICIPRULI,Mar 2019,5,-6.17,DECLINE
ICICIPRULI,Mar 2020,3,-16.45,DECLINE
ICICIPRULI,Mar 2020,5,-8.64,DECLINE
ICICIPRULI,Mar 2021,3,-13.99,DECLINE
ICICIPRULI,Mar 2021,5,-10.22,DECLINE
ICICIPRULI,Mar 2022,3,-14.5,DECLINE
ICICIPRULI,Mar 2022,5,-16.06,DECLINE
ICICIPRULI,Mar 2023,3,-5.01,DECLINE
ICICIPRULI,Mar 2023,5,-11.42,DECLINE
ICICIPRULI,Mar 2023,10,-5.88,DECLINE
ICICIPRULI,Mar 2024,3,-5.01,DECLINE
ICICIPRULI,Mar 2024,5,-5.59,DECLINE
ICICIPRULI,Mar 2024,10,-5.88,DECLINE
INDIGO,Mar 2016,3,-87.1,DECLINE
INDIGO,Mar 2017,3,-85.62,DECLINE
INDIGO,Mar 2018,3,-88.91,DECLINE
INDIGO,Mar 2018,5,-70.43,DECLINE
INDIGO,Mar 2019,3,-58.26,DECLINE
INDIGO,Mar 2019,5,-80.83,DECLINE
INDIGO,Mar 2020,3,,DECLINE_TO_LOSS
INDIGO,Mar 2020,5,,DECLINE_TO_LOSS
INDIGO,Mar 2021,3,,DECLINE_TO_LOSS
INDIGO,Mar 2021,5,,DECLINE_TO_LOSS
INDIGO,Mar 2022,3,,DECLINE_TO_LOSS
INDIGO,Mar 2022,5,,DECLINE_TO_LOSS
INDIGO,Mar 2023,3,,BOTH_NEGATIVE
INDIGO,Mar 2023,5,,DECLINE_TO_LOSS
INDIGO,Mar 2023,10,,DECLINE_TO_LOSS
INDIGO,Mar 2024,3,,TURNAROUND
INDIGO,Mar 2024,5,121.24,NORMAL
INDIGO,Mar 2024,10,-34.88,DECLINE
INDUSINDBK,Mar 2016,3,23.86,NORMAL
INDUSINDBK,Mar 2017,3,21.14,NORMAL
INDUSINDBK,Mar 2018,3,20.84,NORMAL
INDUSINDBK,Mar 2018,5,24.57,NORMAL
INDUSINDBK,Mar 2019,3,13.12,NORMAL
INDUSINDBK,Mar 2019,5,15.29,NORMAL
INDUSINDBK,Mar 2020,3,10.06,NORMAL
INDUSINDBK,Mar 2020,5,13.49,NORMAL
INDUSINDBK,Mar 2021,3,-14.88,DECLINE
INDUSINDBK,Mar 2021,5,-0.53,DECLINE
INDUSINDBK,Mar 2022,3,2.94,NORMAL
INDUSINDBK,Mar 2022,5,4.56,NORMAL
INDUSINDBK,Mar 2023,3,14.07,NORMAL
INDUSINDBK,Mar 2023,5,9.63,NORMAL
INDUSINDBK,Mar 2023,10,16.86,NORMAL
INDUSINDBK,Mar 2024,3,45.94,NORMAL
INDUSINDBK,Mar 2024,5,15.9,NORMAL
INDUSINDBK,Mar 2024,10,15.59,NORMAL
INFY,Mar 2016,3,11.36,NORMAL
INFY,Mar 2017,3,10.46,NORMAL
INFY,Mar 2018,3,11.07,NORMAL
INFY,Mar 2018,5,11.99,NORMAL
INFY,Mar 2019,3,6.47,NORMAL
INFY,Mar 2019,5,8.76,NORMAL
INFY,Mar 2020,3,7.95,NORMAL
INFY,Mar 2020,5,7.63,NORMAL
INFY,Mar 2021,3,6.74,NORMAL
INFY,Mar 2021,5,9.18,NORMAL
INFY,Mar 2022,3,14.83,NORMAL
INFY,Mar 2022,5,11.32,NORMAL
INFY,Mar 2023,3,14.14,NORMAL
INFY,Mar 2023,5,9.41,NORMAL
INFY,Mar 2023,10,10.69,NORMAL
INFY,Mar 2024,3,11.87,NORMAL
INFY,Mar 2024,5,12.47,NORMAL
INFY,Mar 2024,10,10.6,NORMAL
IOC,Mar 2016,3,38.67,NORMAL
IOC,Mar 2017,3,40.95,NORMAL
IOC,Mar 2018,3,71.0,NORMAL
IOC,Mar 2018,5,37.97,NORMAL
IOC,Mar 2019,3,14.47,NORMAL
IOC,Mar 2019,5,19.14,NORMAL
IOC,Mar 2020,3,,DECLINE_TO_LOSS
IOC,Mar 2020,5,,DECLINE_TO_LOSS
IOC,Mar 2021,3,,INSUFFICIENT_DATA
IOC,Mar 2021,5,13.4,NORMAL
IOC,Mar 2022,3,14.47,NORMAL
IOC,Mar 2022,5,5.15,NORMAL
IOC,Mar 2023,3,,TURNAROUND
IOC,Mar 2023,5,-14.14,DECLINE
IOC,Mar 2023,10,8.84,NORMAL
IOC,Mar 2024,3,25.99,NORMAL
IOC,Mar 2024,5,20.11,NORMAL
IOC,Mar 2024,10,19.62,NORMAL
IRCTC,Mar 2018,3,-5.42,DECLINE
IRCTC,Mar 2019,3,-40.51,DECLINE
IRCTC,Mar 2020,3,-18.29,DECLINE
IRCTC,Mar 2020,5,-14.33,DECLINE
IRCTC,Mar 2021,3,-43.35,DECLINE
IRCTC,Mar 2021,5,-36.25,DECLINE
IRCTC,Mar 2022,3,25.99,NORMAL
IRCTC,Mar 2022,5,-6.17,DECLINE
IRCTC,Mar 2023,3,29.4,NORMAL
IRCTC,Mar 2023,5,3.4,NORMAL
IRCTC,Mar 2024,3,91.29,NORMAL
IRCTC,Mar 2024,5,28.47,NORMAL
IRFC,Mar 2016,3,-5.39,DECLINE
IRFC,Mar 2017,3,-11.88,DECLINE
IRFC,Mar 2018,3,-75.81,DECLINE
IRFC,Mar 2018,5,-57.72,DECLINE
IRFC,Mar 2019,3,-78.01,DECLINE
IRFC,Mar 2019,5,-60.54,DECLINE
IRFC,Mar 2020,3,-72.42,DECLINE
IRFC,Mar 2020,5,-57.33,DECLINE
IRFC,Mar 2021,3,,INSUFFICIENT_DATA
IRFC,Mar 2021,5,-56.29,DECLINE
IRFC,Mar 2022,3,35.72,NORMAL
IRFC,Mar 2022,5,-48.86,DECLINE
IRFC,Mar 2023,3,18.56,NORMAL
IRFC,Mar 2023,5,10.76,NORMAL
IRFC,Mar 2023,10,-31.57,DECLINE
IRFC,Mar 2024,3,18.56,NORMAL
IRFC,Mar 2024,5,20.11,NORMAL
IRFC,Mar 2024,10,-31.15,DECLINE
ITC,Mar 2016,3,10.06,NORMAL
ITC,Mar 2017,3,4.55,NORMAL
ITC,Mar 2018,3,4.0,NORMAL
ITC,Mar 2018,5,8.45,NORMAL
ITC,Mar 2019,3,7.72,NORMAL
ITC,Mar 2019,5,7.39,NORMAL
ITC,Mar 2020,3,14.47,NORMAL
ITC,Mar 2020,5,8.45,NORMAL
ITC,Mar 2021,3,6.92,NORMAL
ITC,Mar 2021,5,6.58,NORMAL
ITC,Mar 2022,3,6.27,NORMAL
ITC,Mar 2022,5,8.45,NORMAL
ITC,Mar 2023,3,7.72,NORMAL
ITC,Mar 2023,5,10.76,NORMAL
ITC,Mar 2023,10,9.6,NORMAL
ITC,Mar 2024,3,13.3,NORMAL
ITC,Mar 2024,5,9.86,NORMAL
ITC,Mar 2024,10,8.62,NORMAL
JINDALSTEL,Mar 2016,3,,DECLINE_TO_LOSS
JINDALSTEL,Mar 2017,3,,DECLINE_TO_LOSS
JINDALSTEL,Mar 2018,3,,BOTH_NEGATIVE
JINDALSTEL,Mar 2018,5,,DECLINE_TO_LOSS
JINDALSTEL,Mar 2019,3,,BOTH_NEGATIVE
JINDALSTEL,Mar 2019,5,,DECLINE_TO_LOSS
JINDALSTEL,Mar 2020,3,,BOTH_NEGATIVE
JINDALSTEL,Mar 2020,5,,BOTH_NEGATIVE
JINDALSTEL,Mar 2021,3,,TURNAROUND
JINDALSTEL,Mar 2021,5,,TURNAROUND
JINDALSTEL,Mar 2022,3,,TURNAROUND
JINDALSTEL,Mar 2022,5,,TURNAROUND
JINDALSTEL,Mar 2023,3,,TURNAROUND
JINDALSTEL,Mar 2023,5,,TURNAROUND
JINDALSTEL,Mar 2023,10,,INSUFFICIENT_DATA
JINDALSTEL,Mar 2024,3,17.23,NORMAL
JINDALSTEL,Mar 2024,5,,TURNAROUND
JINDALSTEL,Mar 2024,10,10.69,NORMAL
JSWENERGY,Mar 2016,3,14.47,NORMAL
JSWENERGY,Mar 2017,3,-7.17,DECLINE
JSWENERGY,Mar 2018,3,,ZERO_BASE
JSWENERGY,Mar 2018,5,,ZERO_BASE
JSWENERGY,Mar 2019,3,-23.69,DECLINE
JSWENERGY,Mar 2019,5,-4.36,DECLINE
JSWENERGY,Mar 2020,3,20.51,NORMAL
JSWENERGY,Mar 2020,5,-2.64,DECLINE
JSWENERGY,Mar 2021,3,,ZERO_BASE
JSWENERGY,Mar 2021,5,-11.09,DECLINE
JSWENERGY,Mar 2022,3,40.1,NORMAL
JSWENERGY,Mar 2022,5,22.42,NORMAL
JSWENERGY,Mar 2023,3,8.74,NORMAL
JSWENERGY,Mar 2023,5,,ZERO_BASE
JSWENERGY,Mar 2023,10,4.14,NORMAL
JSWENERGY,Mar 2024,3,25.99,NORMAL
JSWENERGY,Mar 2024,5,20.11,NORMAL
JSWENERGY,Mar 2024,10,7.18,NORMAL
JSWSTEEL,Mar 2016,3,,DECLINE_TO_LOSS
JSWSTEEL,Mar 2017,3,95.74,NORMAL
JSWSTEEL,Mar 2018,3,54.87,NORMAL
JSWSTEEL,Mar 2018,5,45.41,NORMAL
JSWSTEEL,Mar 2019,3,,TURNAROUND
JSWSTEEL,Mar 2019,5,74.11,NORMAL
JSWSTEEL,Mar 2020,3,4.26,NORMAL
JSWSTEEL,Mar 2020,5,19.42,NORMAL
JSWSTEEL,Mar 2021,3,8.27,NORMAL
JSWSTEEL,Mar 2021,5,,TURNAROUND
JSWSTEEL,Mar 2022,3,38.49,NORMAL
JSWSTEEL,Mar 2022,5,41.47,NORMAL
JSWSTEEL,Mar 2023,3,,INSUFFICIENT_DATA
JSWSTEEL,Mar 2023,5,-8.15,DECLINE
JSWSTEEL,Mar 2023,10,15.57,NORMAL
JSWSTEEL,Mar 2024,3,2.94,NORMAL
JSWSTEEL,Mar 2024,5,2.38,NORMAL
JSWSTEEL,Mar 2024,10,33.51,NORMAL
KOTAKBANK,Mar 2016,3,8.2,NORMAL
KOTAKBANK,Mar 2017,3,19.06,NORMAL
KOTAKBANK,Mar 2018,3,18.17,NORMAL
KOTAKBANK,Mar 2018,5,17.08,NORMAL
KOTAKBANK,Mar 2019,3,25.99,NORMAL
KOTAKBANK,Mar 2019,5,18.89,NORMAL
KOTAKBANK,Mar 2020,3,18.56,NORMAL
KOTAKBANK,Mar 2020,5,17.61,NORMAL
KOTAKBANK,Mar 2021,3,14.86,NORMAL
KOTAKBANK,Mar 2021,5,21.35,NORMAL
KOTAKBANK,Mar 2022,3,17.09,NORMAL
KOTAKBANK,Mar 2022,5,17.7,NORMAL
KOTAKBANK,Mar 2023,3,18.56,NORMAL
KOTAKBANK,Mar 2023,5,17.84,NORMAL
KOTAKBANK,Mar 2023,10,17.46,NORMAL
KOTAKBANK,Mar 2024,3,22.54,NORMAL
KOTAKBANK,Mar 2024,5,19.34,NORMAL
KOTAKBANK,Mar 2024,10,19.12,NORMAL
LICI,Mar 2022,3,,INSUFFICIENT_DATA
LICI,Mar 2023,3,,INSUFFICIENT_DATA
LICI,Mar 2024,3,111.26,NORMAL
LICI,Mar 2024,5,,INSUFFICIENT_DATA
LODHA,Mar 2015,3,25.99,NORMAL
LODHA,Mar 2016,5,21.67,NORMAL
LODHA,Mar 2017,5,7.63,NORMAL
LODHA,Mar 2018,3,-17.79,DECLINE
LODHA,Mar 2019,3,9.49,NORMAL
LODHA,Mar 2020,3,-11.54,DECLINE
LODHA,Mar 2020,5,-12.94,DECLINE
LODHA,Mar 2021,3,-53.58,DECLINE
LODHA,Mar 2021,5,-42.57,DECLINE
LODHA,Mar 2021,10,-16.4,DECLINE
LODHA,Mar 2022,3,-17.02,DECLINE
LODHA,Mar 2022,5,-1.59,DECLINE
LODHA,Mar 2022,10,2.92,NORMAL
LODHA,Mar 2023,3,-17.79,DECLINE
LODHA,Mar 2023,5,-12.94,DECLINE
LODHA,Mar 2024,3,151.98,NORMAL
LODHA,Mar 2024,5,-5.29,DECLINE
LT,Mar 2016,3,-6.56,DECLINE
LT,Mar 2017,3,7.1,NORMAL
LT,Mar 2018,3,15.95,NORMAL
LT,Mar 2018,5,6.88,NORMAL
LT,Mar 2019,3,26.67,NORMAL
LT,Mar 2019,5,12.47,NORMAL
LT,Mar 2020,3,16.51,NORMAL
LT,Mar 2020,5,14.87,NORMAL
LT,Mar 2021,3,15.66,NORMAL
LT,Mar 2021,5,21.48,NORMAL
LT,Mar 2022,3,-0.53,DECLINE
LT,Mar 2022,5,7.59,NORMAL
LT,Mar 2023,3,3.32,NORMAL
LT,Mar 2023,5,7.19,NORMAL
LT,Mar 2023,10,7.04,NORMAL
LT,Mar 2024,3,5.03,NORMAL
LT,Mar 2024,5,8.56,NORMAL
LT,Mar 2024,10,10.5,NORMAL
LTIM,Mar 2016,3,-34.45,DECLINE
LTIM,Mar 2017,3,-43.07,DECLINE
LTIM,Mar 2018,3,-35.12,DECLINE
LTIM,Mar 2018,5,-17.88,DECLINE
LTIM,Mar 2019,3,21.09,NORMAL
LTIM,Mar 2019,5,-22.39,DECLINE
LTIM,Mar 2020,3,15.14,NORMAL
LTIM,Mar 2020,5,-18.23,DECLINE
LTIM,Mar 2021,3,19.53,NORMAL
LTIM,Mar 2021,5,17.77,NORMAL
LTIM,Mar 2022,3,37.26,NORMAL
LTIM,Mar 2022,5,31.6,NORMAL
LTIM,Mar 2023,3,19.64,NORMAL
LTIM,Mar 2023,5,18.05,NORMAL
LTIM,Mar 2023,10,-1.54,DECLINE
LTIM,Mar 2024,3,11.77,NORMAL
LTIM,Mar 2024,5,12.24,NORMAL
LTIM,Mar 2024,10,-6.67,DECLINE
M&M,Mar 2016,3,-8.84,DECLINE
M&M,Mar 2017,3,-7.58,DECLINE
M&M,Mar 2018,3,33.89,NORMAL
M&M,Mar 2018,5,12.7,NORMAL
M&M,Mar 2019,3,19.81,NORMAL
M&M,Mar 2019,5,2.5,NORMAL
M&M,Mar 2020,3,-67.82,DECLINE
M&M,Mar 2020,5,-47.47,DECLINE
M&M,Mar 2021,3,-37.0,DECLINE
M&M,Mar 2021,5,-9.71,DECLINE
M&M,Mar 2022,3,7.22,NORMAL
M&M,Mar 2022,5,12.05,NORMAL
M&M,Mar 2023,3,336.21,NORMAL
M&M,Mar 2023,5,6.71,NORMAL
M&M,Mar 2023,10,9.66,NORMAL
M&M,Mar 2024,3,82.38,NORMAL
M&M,Mar 2024,5,16.18,NORMAL
M&M,Mar 2024,10,9.13,NORMAL
MARUTI,Mar 2016,3,30.44,NORMAL
MARUTI,Mar 2017,3,38.36,NORMAL
MARUTI,Mar 2018,3,27.47,NORMAL
MARUTI,Mar 2018,5,26.06,NORMAL
MARUTI,Mar 2019,3,11.6,NORMAL
MARUTI,Mar 2019,5,21.9,NORMAL
MARUTI,Mar 2020,3,-8.94,DECLINE
MARUTI,Mar 2020,5,8.33,NORMAL
MARUTI,Mar 2021,3,-17.79,DECLINE
MARUTI,Mar 2021,5,-4.44,DECLINE
MARUTI,Mar 2022,3,-20.32,DECLINE
MARUTI,Mar 2022,5,-12.46,DECLINE
MARUTI,Mar 2023,3,13.38,NORMAL
MARUTI,Mar 2023,5,0.98,NORMAL
MARUTI,Mar 2023,10,12.82,NORMAL
MARUTI,Mar 2024,3,43.56,NORMAL
MARUTI,Mar 2024,5,11.14,NORMAL
MARUTI,Mar 2024,10,16.39,NORMAL
MOTHERSON,Mar 2016,3,44.22,NORMAL
MOTHERSON,Mar 2017,3,14.47,NORMAL
MOTHERSON,Mar 2018,3,14.47,NORMAL
MOTHERSON,Mar 2018,5,24.57,NORMAL
MOTHERSON,Mar 2019,3,,INSUFFICIENT_DATA
MOTHERSON,Mar 2019,5,8.45,NORMAL
MOTHERSON,Mar 2020,3,-12.64,DECLINE
MOTHERSON,Mar 2020,5,,INSUFFICIENT_DATA
MOTHERSON,Mar 2021,3,-12.64,DECLINE
MOTHERSON,Mar 2021,5,-7.79,DECLINE
MOTHERSON,Mar 2022,3,-30.66,DECLINE
MOTHERSON,Mar 2022,5,-19.73,DECLINE
MOTHERSON,Mar 2023,3,,INSUFFICIENT_DATA
MOTHERSON,Mar 2023,5,-7.79,DECLINE
MOTHERSON,Mar 2023,10,7.18,NORMAL
MOTHERSON,Mar 2024,3,25.99,NORMAL
MOTHERSON,Mar 2024,5,5.92,NORMAL
MOTHERSON,Mar 2024,10,7.18,NORMAL
NAUKRI,Mar 2016,3,11.2,NORMAL
NAUKRI,Mar 2017,3,,DECLINE_TO_LOSS
NAUKRI,Mar 2018,3,175.89,NORMAL
NAUKRI,Mar 2018,5,39.33,NORMAL
NAUKRI,Mar 2019,3,64.54,NORMAL
NAUKRI,Mar 2019,5,43.69,NORMAL
NAUKRI,Mar 2020,3,,BOTH_NEGATIVE
NAUKRI,Mar 2020,5,,DECLINE_TO_LOSS
NAUKRI,Mar 2021,3,37.84,NORMAL
NAUKRI,Mar 2021,5,58.49,NORMAL
NAUKRI,Mar 2022,3,172.45,NORMAL
NAUKRI,Mar 2022,5,,TURNAROUND
NAUKRI,Mar 2023,3,,BOTH_NEGATIVE
NAUKRI,Mar 2023,5,,DECLINE_TO_LOSS
NAUKRI,Mar 2023,10,,DECLINE_TO_LOSS
NAUKRI,Mar 2024,3,-26.32,DECLINE
NAUKRI,Mar 2024,5,-2.13,DECLINE
NAUKRI,Mar 2024,10,18.59,NORMAL
NESTLEIND,Dec 2016,3,-5.9,DECLINE
NESTLEIND,Dec 2017,3,2.7,NORMAL
NESTLEIND,Dec 2018,3,41.5,NORMAL
NESTLEIND,Dec 2018,5,7.21,NORMAL
NESTLEIND,Dec 2019,3,25.99,NORMAL
NESTLEIND,Dec 2019,5,10.76,NORMAL
NESTLEIND,Dec 2020,3,19.17,NORMAL
NESTLEIND,Dec 2020,5,29.67,NORMAL
NESTLEIND,Dec 2021,3,8.97,NORMAL
NESTLEIND,Dec 2021,5,17.08,NORMAL
NESTLEIND,Dec 2022,3,7.72,NORMAL
NESTLEIND,Dec 2022,5,13.97,NORMAL
NESTLEIND,Dec 2023,3,12.11,NORMAL
NESTLEIND,Dec 2023,5,12.77,NORMAL
NESTLEIND,Dec 2023,10,9.96,NORMAL
NESTLEIND,Mar 2024,3,23.06,NORMAL
NESTLEIND,Mar 2024,5,15.44,NORMAL
NESTLEIND,Mar 2024,10,13.07,NORMAL
NHPC,Mar 2016,3,,INSUFFICIENT_DATA
NHPC,Mar 2017,3,44.22,NORMAL
NHPC,Mar 2018,3,,INSUFFICIENT_DATA
NHPC,Mar 2018,5,,INSUFFICIENT_DATA
NHPC,Mar 2019,3,14.47,NORMAL
NHPC,Mar 2019,5,24.57,NORMAL
NHPC,Mar 2020,3,,INSUFFICIENT_DATA
NHPC,Mar 2020,5,8.45,NORMAL
NHPC,Mar 2021,3,14.47,NORMAL
NHPC,Mar 2021,5,8.45,NORMAL
NHPC,Mar 2022,3,10.06,NORMAL
NHPC,Mar 2022,5,5.92,NORMAL
NHPC,Mar 2023,3,10.06,NORMAL
NHPC,Mar 2023,5,14.87,NORMAL
NHPC,Mar 2023,10,7.18,NORMAL
NHPC,Mar 2024,3,10.06,NORMAL
NHPC,Mar 2024,5,5.92,NORMAL
NHPC,Mar 2024,10,14.87,NORMAL
NTPC,Mar 2016,3,-5.42,DECLINE
NTPC,Mar 2017,3,-2.86,DECLINE
NTPC,Mar 2018,3,3.23,NORMAL
NTPC,Mar 2018,5,-3.29,DECLINE
NTPC,Mar 2019,3,8.37,NORMAL
NTPC,Mar 2019,5,3.13,NORMAL
NTPC,Mar 2020,3,2.94,NORMAL
NTPC,Mar 2020,5,3.71,NORMAL
NTPC,Mar 2021,3,10.89,NORMAL
NTPC,Mar 2021,5,6.4,NORMAL
NTPC,Mar 2022,3,6.69,NORMAL
NTPC,Mar 2022,5,9.1,NORMAL
NTPC,Mar 2023,3,12.31,NORMAL
NTPC,Mar 2023,5,9.1,NORMAL
NTPC,Mar 2023,10,2.72,NORMAL
NTPC,Mar 2024,3,11.87,NORMAL
NTPC,Mar 2024,5,8.45,NORMAL
NTPC,Mar 2024,10,5.76,NORMAL
ONGC,Mar 2016,3,-19.26,DECLINE
ONGC,Mar 2017,3,-3.28,DECLINE
ONGC,Mar 2018,3,6.69,NORMAL
ONGC,Mar 2018,5,-2.2,DECLINE
ONGC,Mar 2019,3,33.89,NORMAL
ONGC,Mar 2019,5,2.71,NORMAL
ONGC,Mar 2020,3,-22.05,DECLINE
ONGC,Mar 2020,5,-8.46,DECLINE
ONGC,Mar 2021,3,-8.55,DECLINE
ONGC,Mar 2021,5,5.39,NORMAL
ONGC,Mar 2022,3,14.47,NORMAL
ONGC,Mar 2022,5,13.63,NORMAL
ONGC,Mar 2023,3,45.98,NORMAL
ONGC,Mar 2023,5,10.49,NORMAL
ONGC,Mar 2023,10,3.95,NORMAL
ONGC,Mar 2024,3,44.22,NORMAL
ONGC,Mar 2024,5,10.2,NORMAL
ONGC,Mar 2024,10,6.39,NORMAL
PFC,Mar 2016,3,13.48,NORMAL
PFC,Mar 2017,3,-25.6,DECLINE
PFC,Mar 2018,3,3.57,NORMAL
PFC,Mar 2018,5,9.0,NORMAL
PFC,Mar 2019,3,16.45,NORMAL
PFC,Mar 2019,5,12.03,NORMAL
